Step	Body	Position (X, Y)	Velocity (X, Y)	Force (X, Y)
243	1	640.002645, 360.001620	0.000015, 0.000014	0.000000, 0.000000
243	2	633.283923, 764.405888	-1.124123, 1.100999	0.000043, -0.003073
243	3	844.348099, 743.539806	-0.781935, 1.300682	-0.001256, -0.002341
244	1	640.002661, 360.001633	0.000015, 0.000014	0.000000, 0.000000
244	2	632.159851, 765.503832	-1.124072, 1.097943	0.000051, -0.003056
244	3	843.564919, 744.838151	-0.783180, 1.298345	-0.001245, -0.002337
245	1	640.002676, 360.001647	0.000015, 0.000014	0.000000, 0.000000
245	2	631.035838, 766.598736	-1.124013, 1.094904	0.000059, -0.003039
245	3	842.780505, 746.134164	-0.784414, 1.296013	-0.001234, -0.002332
246	1	640.002691, 360.001661	0.000015, 0.000014	0.000000, 0.000000
246	2	629.911892, 767.690618	-1.123947, 1.091882	0.000067, -0.003022
246	3	841.994868, 747.427851	-0.785636, 1.293686	-0.001222, -0.002327
247	1	640.002706, 360.001675	0.000015, 0.000014	0.000000, 0.000000
247	2	628.788020, 768.779494	-1.123872, 1.088876	0.000074, -0.003005
247	3	841.208021, 748.719214	-0.786847, 1.291364	-0.001211, -0.002322
248	1	640.002721, 360.001689	0.000015, 0.000014	0.000000, 0.000000
248	2	627.664230, 769.865382	-1.123790, 1.085888	0.000082, -0.002989
248	3	840.419974, 750.008261	-0.788047, 1.289046	-0.001200, -0.002318
249	1	640.002736, 360.001703	0.000015, 0.000014	0.000000, 0.000000
249	2	626.540529, 770.948297	-1.123700, 1.082915	0.000090, -0.002972
249	3	839.630738, 751.294994	-0.789236, 1.286733	-0.001189, -0.002313
250	1	640.002752, 360.001717	0.000015, 0.000014	0.000000, 0.000000
250	2	625.416925, 772.028256	-1.123604, 1.079959	0.000097, -0.002956
250	3	838.840325, 752.579419	-0.790413, 1.284425	-0.001178, -0.002308
251	1	640.002767, 360.001731	0.000015, 0.000014	0.000000, 0.000000
251	2	624.293426, 773.105275	-1.123499, 1.077019	0.000104, -0.002940
251	3	838.048745, 753.861540	-0.791580, 1.282122	-0.001167, -0.002303
252	1	640.002782, 360.001745	0.000015, 0.000014	0.000000, 0.000000
252	2	623.170038, 774.179371	-1.123388, 1.074096	0.000111, -0.002924
252	3	837.256009, 755.141363	-0.792736, 1.279823	-0.001156, -0.002298
253	1	640.002797, 360.001759	0.000015, 0.000014	0.000000, 0.000000
253	2	622.046768, 775.250560	-1.123270, 1.071188	0.000118, -0.002908
253	3	836.462128, 756.418893	-0.793881, 1.277530	-0.001145, -0.002294
254	1	640.002812, 360.001773	0.000015, 0.000014	0.000000, 0.000000
254	2	620.923623, 776.318857	-1.123145, 1.068297	0.000125, -0.002892
254	3	835.667112, 757.694134	-0.795015, 1.275241	-0.001134, -0.002289
255	1	640.002828, 360.001787	0.000015, 0.000014	0.000000, 0.000000
255	2	619.800610, 777.384278	-1.123013, 1.065421	0.000132, -0.002876
255	3	834.870973, 758.967091	-0.796139, 1.272957	-0.001124, -0.002284
256	1	640.002843, 360.001801	0.000015, 0.000014	0.000000, 0.000000
256	2	618.677735, 778.446839	-1.122875, 1.062561	0.000138, -0.002860
256	3	834.073721, 760.237769	-0.797252, 1.270678	-0.001113, -0.002279
257	1	640.002858, 360.001816	0.000015, 0.000014	0.000000, 0.000000
257	2	617.555005, 779.506555	-1.122730, 1.059716	0.000145, -0.002844
257	3	833.275365, 761.506173	-0.798355, 1.268404	-0.001103, -0.002274
258	1	640.002873, 360.001830	0.000015, 0.000014	0.000000, 0.000000
258	2	616.432427, 780.563443	-1.122578, 1.056887	0.000151, -0.002829
258	3	832.475918, 762.772309	-0.799447, 1.266135	-0.001092, -0.002269
259	1	640.002889, 360.001844	0.000015, 0.000014	0.000000, 0.000000
259	2	615.310007, 781.617516	-1.122420, 1.054074	0.000158, -0.002814
259	3	831.675389, 764.036180	-0.800529, 1.263871	-0.001082, -0.002264
260	1	640.002904, 360.001859	0.000015, 0.000014	0.000000, 0.000000
260	2	614.187750, 782.668792	-1.122256, 1.051275	0.000164, -0.002798
260	3	830.873788, 765.297793	-0.801601, 1.261613	-0.001072, -0.002259
261	1	640.002919, 360.001873	0.000015, 0.000014	0.000000, 0.000000
261	2	613.065664, 783.717284	-1.122086, 1.048492	0.000170, -0.002783
261	3	830.071125, 766.557151	-0.802663, 1.259359	-0.001062, -0.002254
262	1	640.002934, 360.001888	0.000015, 0.000014	0.000000, 0.000000
262	2	611.943754, 784.763008	-1.121910, 1.045724	0.000176, -0.002768
262	3	829.267411, 767.814261	-0.803714, 1.257110	-0.001051, -0.002249
263	1	640.002949, 360.001902	0.000015, 0.000014	0.000000, 0.000000
263	2	610.822025, 785.805979	-1.121728, 1.042971	0.000182, -0.002753
263	3	828.462655, 769.069127	-0.804756, 1.254866	-0.001041, -0.002244
264	1	640.002965, 360.001917	0.000015, 0.000015	0.000000, 0.000000
264	2	609.700484, 786.846211	-1.121541, 1.040232	0.000188, -0.002738
264	3	827.656868, 770.321755	-0.805787, 1.252627	-0.001031, -0.002239
265	1	640.002980, 360.001931	0.000015, 0.000015	0.000000, 0.000000
265	2	608.579137, 787.883720	-1.121347, 1.037509	0.000193, -0.002724
265	3	826.850059, 771.572148	-0.806809, 1.250394	-0.001022, -0.002234
266	1	640.002995, 360.001946	0.000015, 0.000015	0.000000, 0.000000
266	2	607.457989, 788.918520	-1.121148, 1.034800	0.000199, -0.002709
266	3	826.042239, 772.820314	-0.807820, 1.248165	-0.001012, -0.002228
267	1	640.003010, 360.001960	0.000015, 0.000015	0.000000, 0.000000
267	2	606.337045, 789.950625	-1.120944, 1.032105	0.000205, -0.002695
267	3	825.233416, 774.066256	-0.808823, 1.245942	-0.001002, -0.002223
268	1	640.003026, 360.001975	0.000015, 0.000015	0.000000, 0.000000
268	2	605.216311, 790.980050	-1.120734, 1.029425	0.000210, -0.002680
268	3	824.423602, 775.309980	-0.809815, 1.243724	-0.000992, -0.002218
269	1	640.003041, 360.001990	0.000015, 0.000015	0.000000, 0.000000
269	2	604.095792, 792.006809	-1.120519, 1.026759	0.000215, -0.002666
269	3	823.612804, 776.551490	-0.810798, 1.241511	-0.000983, -0.002213
270	1	640.003056, 360.002005	0.000015, 0.000015	0.000000, 0.000000
270	2	602.975494, 793.030917	-1.120298, 1.024108	0.000220, -0.002652
270	3	822.801033, 777.790793	-0.811771, 1.239303	-0.000973, -0.002208
271	1	640.003072, 360.002019	0.000015, 0.000015	0.000000, 0.000000
271	2	601.855421, 794.052387	-1.120073, 1.021470	0.000226, -0.002637
271	3	821.988298, 779.027894	-0.812735, 1.237100	-0.000964, -0.002203
272	1	640.003087, 360.002034	0.000015, 0.000015	0.000000, 0.000000
272	2	600.735579, 795.071233	-1.119842, 1.018847	0.000231, -0.002623
272	3	821.174609, 780.262796	-0.813689, 1.234903	-0.000954, -0.002197
273	1	640.003102, 360.002049	0.000015, 0.000015	0.000000, 0.000000
273	2	599.615973, 796.087470	-1.119606, 1.016237	0.000236, -0.002610
273	3	820.359974, 781.495507	-0.814635, 1.232711	-0.000945, -0.002192
274	1	640.003117, 360.002064	0.000015, 0.000015	0.000000, 0.000000
274	2	598.496607, 797.101112	-1.119366, 1.013641	0.000240, -0.002596
274	3	819.544404, 782.726031	-0.815570, 1.230524	-0.000936, -0.002187
275	1	640.003133, 360.002079	0.000015, 0.000015	0.000000, 0.000000
275	2	597.377486, 798.112171	-1.119121, 1.011059	0.000245, -0.002582
275	3	818.727906, 783.954372	-0.816497, 1.228342	-0.000927, -0.002182
276	1	640.003148, 360.002094	0.000015, 0.000015	0.000000, 0.000000
276	2	596.258615, 799.120662	-1.118871, 1.008491	0.000250, -0.002568
276	3	817.910492, 785.180538	-0.817415, 1.226165	-0.000918, -0.002177
277	1	640.003163, 360.002109	0.000015, 0.000015	0.000000, 0.000000
277	2	595.139999, 800.126598	-1.118616, 1.005936	0.000255, -0.002555
277	3	817.092168, 786.404531	-0.818324, 1.223994	-0.000909, -0.002171
278	1	640.003178, 360.002124	0.000015, 0.000015	0.000000, 0.000000
278	2	594.021642, 801.129992	-1.118357, 1.003394	0.000259, -0.002541
278	3	816.272945, 787.626359	-0.819223, 1.221828	-0.000900, -0.002166
279	1	640.003194, 360.002139	0.000015, 0.000015	0.000000, 0.000000
279	2	592.903548, 802.130858	-1.118094, 1.000866	0.000264, -0.002528
279	3	815.452831, 788.846026	-0.820114, 1.219667	-0.000891, -0.002161
280	1	640.003209, 360.002154	0.000015, 0.000015	0.000000, 0.000000
280	2	591.785723, 803.129210	-1.117826, 0.998351	0.000268, -0.002515
280	3	814.631835, 790.063538	-0.820996, 1.217512	-0.000882, -0.002156
281	1	640.003224, 360.002169	0.000015, 0.000015	0.000000, 0.000000
281	2	590.668169, 804.125059	-1.117553, 0.995850	0.000272, -0.002502
281	3	813.809966, 791.278899	-0.821869, 1.215361	-0.000873, -0.002150
282	1	640.003240, 360.002185	0.000015, 0.000015	0.000000, 0.000000
282	2	589.550893, 805.118420	-1.117277, 0.993361	0.000277, -0.002489
282	3	812.987232, 792.492115	-0.822734, 1.213216	-0.000865, -0.002145
283	1	640.003255, 360.002200	0.000015, 0.000015	0.000000, 0.000000
283	2	588.433896, 806.109305	-1.116996, 0.990885	0.000281, -0.002476
283	3	812.163642, 793.703192	-0.823590, 1.211077	-0.000856, -0.002140
284	1	640.003270, 360.002215	0.000015, 0.000015	0.000000, 0.000000
284	2	587.317185, 807.097728	-1.116711, 0.988422	0.000285, -0.002463
284	3	811.339205, 794.912134	-0.824437, 1.208942	-0.000847, -0.002134
285	1	640.003285, 360.002230	0.000015, 0.000015	0.000000, 0.000000
285	2	586.200762, 808.083700	-1.116423, 0.985972	0.000289, -0.002450
285	3	810.513929, 796.118948	-0.825276, 1.206813	-0.000839, -0.002129
286	1	640.003301, 360.002246	0.000015, 0.000015	0.000000, 0.000000
286	2	585.084632, 809.067235	-1.116130, 0.983535	0.000293, -0.002437
286	3	809.687823, 797.323637	-0.826106, 1.204690	-0.000830, -0.002124
287	1	640.003316, 360.002261	0.000015, 0.000015	0.000000, 0.000000
287	2	583.968799, 810.048344	-1.115833, 0.981110	0.000297, -0.002425
287	3	808.860895, 798.526208	-0.826928, 1.202571	-0.000822, -0.002118
288	1	640.003331, 360.002277	0.000015, 0.000015	0.000000, 0.000000
288	2	582.853266, 811.027042	-1.115533, 0.978698	0.000300, -0.002412
288	3	808.033153, 799.726666	-0.827742, 1.200458	-0.000814, -0.002113
289	1	640.003347, 360.002292	0.000015, 0.000015	0.000000, 0.000000
289	2	581.738037, 812.003340	-1.115229, 0.976298	0.000304, -0.002400
289	3	807.204605, 800.925017	-0.828548, 1.198350	-0.000806, -0.002108
290	1	640.003362, 360.002307	0.000015, 0.000015	0.000000, 0.000000
290	2	580.623117, 812.977250	-1.114921, 0.973910	0.000308, -0.002388
290	3	806.375260, 802.121265	-0.829345, 1.196248	-0.000797, -0.002102
291	1	640.003377, 360.002323	0.000015, 0.000016	0.000000, 0.000000
291	2	579.508507, 813.948785	-1.114610, 0.971535	0.000311, -0.002375
291	3	805.545126, 803.315416	-0.830134, 1.194151	-0.000789, -0.002097
292	1	640.003392, 360.002339	0.000015, 0.000016	0.000000, 0.000000
292	2	578.394212, 814.917956	-1.114295, 0.969172	0.000315, -0.002363
292	3	804.714210, 804.507475	-0.830915, 1.192059	-0.000781, -0.002092
293	1	640.003408, 360.002354	0.000015, 0.000016	0.000000, 0.000000
293	2	577.280236, 815.884777	-1.113976, 0.966821	0.000318, -0.002351
293	3	803.882522, 805.697447	-0.831689, 1.189973	-0.000773, -0.002086
294	1	640.003423, 360.002370	0.000015, 0.000016	0.000000, 0.000000
294	2	576.166582, 816.849258	-1.113654, 0.964481	0.000322, -0.002339
294	3	803.050068, 806.885339	-0.832454, 1.187892	-0.000765, -0.002081
295	1	640.003438, 360.002385	0.000015, 0.000016	0.000000, 0.000000
295	2	575.053253, 817.811412	-1.113329, 0.962154	0.000325, -0.002327
295	3	802.216857, 808.071155	-0.833211, 1.185816	-0.000757, -0.002076
296	1	640.003454, 360.002401	0.000015, 0.000016	0.000000, 0.000000
296	2	573.940253, 818.771251	-1.113000, 0.959839	0.000329, -0.002315
296	3	801.382896, 809.254900	-0.833961, 1.183746	-0.000750, -0.002070
297	1	640.003469, 360.002417	0.000015, 0.000016	0.000000, 0.000000
297	2	572.827584, 819.728787	-1.112669, 0.957535	0.000332, -0.002304
297	3	800.548193, 810.436581	-0.834703, 1.181680	-0.000742, -0.002065
298	1	640.003484, 360.002433	0.000015, 0.000016	0.000000, 0.000000
298	2	571.715250, 820.684030	-1.112334, 0.955243	0.000335, -0.002292
298	3	799.712756, 811.616202	-0.835437, 1.179621	-0.000734, -0.002060
299	1	640.003500, 360.002448	0.000015, 0.000016	0.000000, 0.000000
299	2	570.603255, 821.636993	-1.111996, 0.952963	0.000338, -0.002280
299	3	798.876592, 812.793768	-0.836164, 1.177566	-0.000727, -0.002054
300	1	640.003515, 360.002464	0.000015, 0.000016	0.000000, 0.000000
300	2	569.491600, 822.587687	-1.111655, 0.950694	0.000341, -0.002269
300	3	798.039709, 813.969285	-0.836883, 1.175517	-0.000719, -0.002049
301	1	640.003530, 360.002480	0.000015, 0.000016	0.000000, 0.000000
301	2	568.380290, 823.536123	-1.111310, 0.948437	0.000344, -0.002257
301	3	797.202115, 815.142759	-0.837594, 1.173474	-0.000712, -0.002044
302	1	640.003545, 360.002496	0.000015, 0.000016	0.000000, 0.000000
302	2	567.269326, 824.482314	-1.110963, 0.946190	0.000347, -0.002246
302	3	796.363817, 816.314195	-0.838298, 1.171436	-0.000704, -0.002038
303	1	640.003561, 360.002512	0.000015, 0.000016	-0.000000, 0.000000
303	2	566.158713, 825.426269	-1.110613, 0.943955	0.000350, -0.002235
303	3	795.524822, 817.483598	-0.838995, 1.169403	-0.000697, -0.002033
304	1	640.003576, 360.002528	0.000015, 0.000016	-0.000000, 0.000000
304	2	565.048453, 826.368001	-1.110260, 0.941732	0.000353, -0.002224
304	3	794.685137, 818.650973	-0.839684, 1.167375	-0.000689, -0.002028
305	1	640.003591, 360.002544	0.000015, 0.000016	-0.000000, 0.000000
305	2	563.938548, 827.307520	-1.109905, 0.939519	0.000356, -0.002213
305	3	793.844771, 819.816325	-0.840367, 1.165353	-0.000682, -0.002022
306	1	640.003607, 360.002560	0.000015, 0.000016	-0.000000, 0.000000
306	2	562.829002, 828.244838	-1.109546, 0.937318	0.000358, -0.002202
306	3	793.003729, 820.979661	-0.841041, 1.163336	-0.000675, -0.002017
307	1	640.003622, 360.002576	0.000015, 0.000016	-0.000000, 0.000000
307	2	561.719817, 829.179965	-1.109185, 0.935127	0.000361, -0.002191
307	3	792.162020, 822.140986	-0.841709, 1.161324	-0.000668, -0.002012
308	1	640.003637, 360.002592	0.000015, 0.000016	-0.000000, 0.000000
308	2	560.610995, 830.112912	-1.108821, 0.932947	0.000364, -0.002180
308	3	791.319650, 823.300304	-0.842370, 1.159318	-0.000661, -0.002006
309	1	640.003653, 360.002608	0.000015, 0.000016	-0.000000, 0.000000
309	2	559.502540, 831.043690	-1.108455, 0.930778	0.000366, -0.002169
309	3	790.476627, 824.457621	-0.843023, 1.157317	-0.000654, -0.002001
310	1	640.003668, 360.002624	0.000015, 0.000016	-0.000000, 0.000000
310	2	558.394454, 831.972310	-1.108086, 0.928620	0.000369, -0.002158
310	3	789.632957, 825.612943	-0.843670, 1.155322	-0.000647, -0.001996
311	1	640.003683, 360.002640	0.000015, 0.000016	-0.000000, 0.000000
311	2	557.286739, 832.898783	-1.107715, 0.926472	0.000371, -0.002148
311	3	788.788647, 826.766274	-0.844310, 1.153332	-0.000640, -0.001990
312	1	640.003698, 360.002656	0.000015, 0.000016	-0.000000, 0.000000
312	2	556.179398, 833.823118	-1.107341, 0.924335	0.000374, -0.002137
312	3	787.943705, 827.917621	-0.844942, 1.151347	-0.000633, -0.001985
313	1	640.003714, 360.002673	0.000015, 0.000016	-0.000000, 0.000000
313	2	555.072433, 834.745327	-1.106965, 0.922209	0.000376, -0.002127
313	3	787.098136, 829.066988	-0.845568, 1.149367	-0.000626, -0.001980
314	1	640.003729, 360.002689	0.000015, 0.000016	-0.000000, 0.000000
314	2	553.965847, 835.665420	-1.106586, 0.920093	0.000379, -0.002116
314	3	786.251949, 830.214381	-0.846188, 1.147393	-0.000619, -0.001974
315	1	640.003744, 360.002705	0.000015, 0.000016	-0.000000, 0.000000
315	2	552.859642, 836.583407	-1.106205, 0.917987	0.000381, -0.002106
315	3	785.405149, 831.359805	-0.846800, 1.145424	-0.000612, -0.001969
316	1	640.003760, 360.002722	0.000015, 0.000016	-0.000000, 0.000000
316	2	551.753820, 837.499299	-1.105822, 0.915892	0.000383, -0.002095
316	3	784.557743, 832.503265	-0.847406, 1.143460	-0.000606, -0.001964
317	1	640.003775, 360.002738	0.000015, 0.000016	-0.000000, 0.000000
317	2	550.648383, 838.413105	-1.105437, 0.913807	0.000385, -0.002085
317	3	783.709738, 833.644767	-0.848005, 1.141502	-0.000599, -0.001958
318	1	640.003790, 360.002754	0.000015, 0.000016	-0.000000, 0.000000
318	2	549.543335, 839.324837	-1.105049, 0.911731	0.000388, -0.002075
318	3	782.861140, 834.784316	-0.848598, 1.139549	-0.000593, -0.001953
319	1	640.003806, 360.002771	0.000015, 0.000016	-0.000000, 0.000000
319	2	548.438675, 840.234503	-1.104659, 0.909666	0.000390, -0.002065
319	3	782.011956, 835.921917	-0.849184, 1.137601	-0.000586, -0.001948
320	1	640.003821, 360.002787	0.000015, 0.000016	-0.000000, 0.000000
320	2	547.334408, 841.142115	-1.104267, 0.907611	0.000392, -0.002055
320	3	781.162192, 837.057576	-0.849764, 1.135659	-0.000580, -0.001942
321	1	640.003836, 360.002804	0.000015, 0.000016	-0.000000, 0.000000
321	2	546.230535, 842.047681	-1.103873, 0.905566	0.000394, -0.002045
321	3	780.311855, 838.191298	-0.850337, 1.133722	-0.000573, -0.001937
322	1	640.003851, 360.002820	0.000015, 0.000017	-0.000000, 0.000000
322	2	545.127057, 842.951212	-1.103477, 0.903531	0.000396, -0.002035
322	3	779.460952, 839.323088	-0.850904, 1.131790	-0.000567, -0.001932
323	1	640.003867, 360.002837	0.000015, 0.000017	-0.000000, 0.000000
323	2	544.023978, 843.852718	-1.103080, 0.901506	0.000398, -0.002025
323	3	778.609487, 840.452951	-0.851464, 1.129863	-0.000561, -0.001927
324	1	640.003882, 360.002853	0.000015, 0.000017	-0.000000, 0.000000
324	2	542.921298, 844.752209	-1.102680, 0.899490	0.000400, -0.002016
324	3	777.757468, 841.580893	-0.852019, 1.127942	-0.000554, -0.001921
325	1	640.003897, 360.002870	0.000015, 0.000017	-0.000000, 0.000000
325	2	541.819020, 845.649693	-1.102278, 0.897484	0.000402, -0.002006
325	3	776.904902, 842.706919	-0.852567, 1.126026	-0.000548, -0.001916
326	1	640.003913, 360.002886	0.000015, 0.000017	-0.000000, 0.000000
326	2	540.717146, 846.545181	-1.101874, 0.895488	0.000404, -0.001996
326	3	776.051793, 843.831035	-0.853109, 1.124115	-0.000542, -0.001911
327	1	640.003928, 360.002903	0.000015, 0.000017	-0.000000, 0.000000
327	2	539.615677, 847.438683	-1.101469, 0.893501	0.000405, -0.001987
327	3	775.198148, 844.953244	-0.853645, 1.122210	-0.000536, -0.001906
328	1	640.003943, 360.002920	0.000015, 0.000017	-0.000000, 0.000000
328	2	538.514616, 848.330207	-1.101061, 0.891524	0.000407, -0.001977
328	3	774.343973, 846.073554	-0.854175, 1.120309	-0.000530, -0.001900
329	1	640.003958, 360.002936	0.000015, 0.000017	-0.000000, 0.000000
329	2	537.413963, 849.219763	-1.100652, 0.889556	0.000409, -0.001968
329	3	773.489274, 847.191968	-0.854699, 1.118414	-0.000524, -0.001895
330	1	640.003974, 360.002953	0.000015, 0.000017	-0.000000, 0.000000
330	2	536.313722, 850.107360	-1.100242, 0.887598	0.000411, -0.001959
330	3	772.634058, 848.308493	-0.855216, 1.116525	-0.000518, -0.001890
331	1	640.003989, 360.002970	0.000015, 0.000017	-0.000000, 0.000000
331	2	535.213892, 850.993009	-1.099829, 0.885648	0.000412, -0.001949
331	3	771.778330, 849.423133	-0.855728, 1.114640	-0.000512, -0.001885
332	1	640.004004, 360.002987	0.000015, 0.000017	-0.000000, 0.000000
332	2	534.114477, 851.876717	-1.099415, 0.883708	0.000414, -0.001940
332	3	770.922095, 850.535893	-0.856235, 1.112761	-0.000506, -0.001879
333	1	640.004020, 360.003004	0.000015, 0.000017	-0.000000, 0.000000
333	2	533.015478, 852.758494	-1.098999, 0.881777	0.000416, -0.001931
333	3	770.065360, 851.646780	-0.856735, 1.110886	-0.000500, -0.001874
334	1	640.004035, 360.003020	0.000015, 0.000017	-0.000000, 0.000000
334	2	531.916896, 853.638350	-1.098582, 0.879856	0.000417, -0.001922
334	3	769.208131, 852.755797	-0.857229, 1.109017	-0.000495, -0.001869
335	1	640.004050, 360.003037	0.000015, 0.000017	-0.000000, 0.000000
335	2	530.818733, 854.516293	-1.098163, 0.877943	0.000419, -0.001913
335	3	768.350413, 853.862951	-0.857718, 1.107154	-0.000489, -0.001864
336	1	640.004065, 360.003054	0.000015, 0.000017	-0.000000, 0.000000
336	2	529.720990, 855.392332	-1.097743, 0.876039	0.000420, -0.001904
336	3	767.492212, 854.968246	-0.858201, 1.105295	-0.000483, -0.001859
337	1	640.004081, 360.003071	0.000015, 0.000017	-0.000000, 0.000000
337	2	528.623669, 856.266477	-1.097321, 0.874144	0.000422, -0.001895
337	3	766.633533, 856.071688	-0.858679, 1.103442	-0.000477, -0.001853
338	1	640.004096, 360.003088	0.000015, 0.000017	-0.000000, 0.000000
338	2	527.526771, 857.138735	-1.096898, 0.872258	0.000423, -0.001886
338	3	765.774382, 857.173281	-0.859151, 1.101593	-0.000472, -0.001848
339	1	640.004111, 360.003105	0.000015, 0.000017	-0.000000, 0.000000
339	2	526.430298, 858.009116	-1.096473, 0.870381	0.000425, -0.001877
339	3	764.914766, 858.273031	-0.859617, 1.099750	-0.000466, -0.001843
340	1	640.004126, 360.003122	0.000015, 0.000017	-0.000000, 0.000000
340	2	525.334251, 858.877629	-1.096047, 0.868513	0.000426, -0.001868
340	3	764.054688, 859.370944	-0.860078, 1.097912	-0.000461, -0.001838
341	1	640.004142, 360.003139	0.000015, 0.000017	-0.000000, 0.000000
341	2	524.238632, 859.744282	-1.095619, 0.866653	0.000428, -0.001860
341	3	763.194155, 860.467023	-0.860533, 1.096080	-0.000455, -0.001833
342	1	640.004157, 360.003156	0.000015, 0.000017	-0.000000, 0.000000
342	2	523.143442, 860.609084	-1.095190, 0.864802	0.000429, -0.001851
342	3	762.333172, 861.561275	-0.860983, 1.094252	-0.000450, -0.001828
343	1	640.004172, 360.003173	0.000015, 0.000017	-0.000000, 0.000000
343	2	522.048681, 861.472044	-1.094760, 0.862960	0.000430, -0.001843
343	3	761.471744, 862.653704	-0.861428, 1.092429	-0.000445, -0.001823
344	1	640.004187, 360.003191	0.000015, 0.000017	-0.000000, 0.000000
344	2	520.954352, 862.333170	-1.094329, 0.861126	0.000431, -0.001834
344	3	760.609877, 863.744316	-0.861867, 1.090612	-0.000439, -0.001817
345	1	640.004203, 360.003208	0.000015, 0.000017	-0.000000, 0.000000
345	2	519.860456, 863.192470	-1.093896, 0.859300	0.000433, -0.001826
345	3	759.747576, 864.833116	-0.862301, 1.088799	-0.000434, -0.001812
346	1	640.004218, 360.003225	0.000015, 0.000017	-0.000000, 0.000000
346	2	518.766994, 864.049953	-1.093462, 0.857483	0.000434, -0.001817
346	3	758.884846, 865.920108	-0.862730, 1.086992	-0.000429, -0.001807
347	1	640.004233, 360.003242	0.000015, 0.000017	-0.000000, 0.000000
347	2	517.673967, 864.905627	-1.093027, 0.855674	0.000435, -0.001809
347	3	758.021693, 867.005298	-0.863153, 1.085190	-0.000424, -0.001802
348	1	640.004248, 360.003259	0.000015, 0.000017	-0.000000, 0.000000
348	2	516.581376, 865.759500	-1.092591, 0.853874	0.000436, -0.001801
348	3	757.158121, 868.088691	-0.863572, 1.083393	-0.000418, -0.001797
349	1	640.004264, 360.003277	0.000015, 0.000017	-0.000000, 0.000000
349	2	515.489223, 866.611582	-1.092153, 0.852081	0.000437, -0.001792
349	3	756.294136, 869.170291	-0.863985, 1.081601	-0.000413, -0.001792
350	1	640.004279, 360.003294	0.000015, 0.000017	-0.000000, 0.000000
350	2	514.397508, 867.461879	-1.091715, 0.850297	0.000439, -0.001784
350	3	755.429743, 870.250105	-0.864393, 1.079814	-0.000408, -0.001787
351	1	640.004294, 360.003311	0.000015, 0.000017	-0.000000, 0.000000
351	2	513.306233, 868.310400	-1.091275, 0.848521	0.000440, -0.001776
351	3	754.564946, 871.328137	-0.864796, 1.078032	-0.000403, -0.001782
352	1	640.004309, 360.003329	0.000015, 0.000017	-0.000000, 0.000000
352	2	512.215398, 869.157153	-1.090835, 0.846753	0.000441, -0.001768
352	3	753.699751, 872.404392	-0.865195, 1.076255	-0.000398, -0.001777
353	1	640.004325, 360.003346	0.000015, 0.000017	-0.000000, 0.000000
353	2	511.125005, 870.002147	-1.090393, 0.844994	0.000442, -0.001760
353	3	752.834164, 873.478875	-0.865588, 1.074483	-0.000393, -0.001772
354	1	640.004340, 360.003363	0.000015, 0.000017	-0.000000, 0.000000
354	2	510.035055, 870.845389	-1.089950, 0.843242	0.000443, -0.001752
354	3	751.968187, 874.551591	-0.865976, 1.072716	-0.000388, -0.001767
355	1	640.004355, 360.003381	0.000015, 0.000017	-0.000000, 0.000000
355	2	508.945549, 871.686886	-1.089506, 0.841498	0.000444, -0.001744
355	3	751.101828, 875.622545	-0.866360, 1.070954	-0.000383, -0.001762
356	1	640.004370, 360.003398	0.000015, 0.000017	-0.000000, 0.000000
356	2	507.856487, 872.526648	-1.089062, 0.839762	0.000445, -0.001736
356	3	750.235089, 876.691743	-0.866738, 1.069197	-0.000379, -0.001757
357	1	640.004385, 360.003416	0.000015, 0.000017	-0.000000, 0.000000
357	2	506.767871, 873.364681	-1.088616, 0.838033	0.000446, -0.001728
357	3	749.367977, 877.759188	-0.867112, 1.067445	-0.000374, -0.001752
358	1	640.004401, 360.003433	0.000015, 0.000018	-0.000000, 0.000000
358	2	505.679702, 874.200994	-1.088169, 0.836313	0.000447, -0.001721
358	3	748.500496, 878.824886	-0.867481, 1.065698	-0.000369, -0.001747
359	1	640.004416, 360.003451	0.000015, 0.000018	-0.000000, 0.000000
359	2	504.591980, 875.035594	-1.087722, 0.834600	0.000447, -0.001713
359	3	747.632650, 879.888843	-0.867846, 1.063956	-0.000364, -0.001742
360	1	640.004431, 360.003468	0.000015, 0.000018	-0.000000, 0.000000
360	2	503.504706, 875.868489	-1.087274, 0.832895	0.000448, -0.001705
360	3	746.764445, 880.951062	-0.868205, 1.062219	-0.000360, -0.001737
361	1	640.004446, 360.003486	0.000015, 0.000018	-0.000000, 0.000000
361	2	502.417882, 876.699686	-1.086824, 0.831197	0.000449, -0.001698
361	3	745.895884, 882.011549	-0.868560, 1.060487	-0.000355, -0.001732
362	1	640.004462, 360.003504	0.000015, 0.000018	-0.000000, 0.000000
362	2	501.331508, 877.529194	-1.086374, 0.829507	0.000450, -0.001690
362	3	745.026973, 883.070309	-0.868911, 1.058760	-0.000350, -0.001727
363	1	640.004477, 360.003521	0.000015, 0.000018	-0.000000, 0.000000
363	2	500.245584, 878.357019	-1.085923, 0.827825	0.000451, -0.001682
363	3	744.157717, 884.127347	-0.869257, 1.057038	-0.000346, -0.001722
364	1	640.004492, 360.003539	0.000015, 0.000018	-0.000000, 0.000000
364	2	499.160113, 879.183169	-1.085472, 0.826150	0.000452, -0.001675
