Step	Body	Position (X, Y)	Velocity (X, Y)	Force (X, Y)
1179	2	791.522594, 489.976552	-1.030454, 1.203228	-0.000096, -0.000081
1179	3	335.972596, 259.781369	0.387824, -1.187741	0.000023, 0.000008
1180	1	640.003611, 360.018721	0.000008, 0.000016	0.000072, 0.000074
1180	2	790.744396, 490.874378	-1.037597, 1.197101	-0.000095, -0.000082
1180	3	336.266071, 258.891422	0.391299, -1.186595	0.000023, 0.000008
1181	1	640.003618, 360.018733	0.000008, 0.000016	0.000072, 0.000075
1181	2	789.960867, 491.767577	-1.044704, 1.190932	-0.000095, -0.000082
1181	3	336.562149, 258.002343	0.394771, -1.185440	0.000023, 0.000008
1182	1	640.003624, 360.018745	0.000009, 0.000016	0.000071, 0.000075
1182	2	789.172037, 492.656117	-1.051775, 1.184720	-0.000094, -0.000083
1182	3	336.860829, 257.114138	0.398239, -1.184273	0.000023, 0.000008
1183	1	640.003630, 360.018757	0.000009, 0.000016	0.000071, 0.000076
1183	2	788.377931, 493.539967	-1.058808, 1.178466	-0.000094, -0.000083
1183	3	337.162107, 256.226815	0.401704, -1.183097	0.000023, 0.000008
1184	1	640.003637, 360.018770	0.000009, 0.000016	0.000070, 0.000076
1184	2	787.578577, 494.419095	-1.065804, 1.172170	-0.000093, -0.000084
1184	3	337.465981, 255.340381	0.405166, -1.181911	0.000023, 0.000008
1185	1	640.003643, 360.018782	0.000009, 0.000016	0.000070, 0.000077
1185	2	786.774005, 495.293469	-1.072763, 1.165833	-0.000093, -0.000085
1185	3	337.772449, 254.454846	0.408624, -1.180715	0.000023, 0.000008
1186	1	640.003650, 360.018794	0.000009, 0.000016	0.000069, 0.000077
1186	2	785.964242, 496.163060	-1.079684, 1.159454	-0.000092, -0.000085
1186	3	338.081508, 253.570215	0.412078, -1.179508	0.000023, 0.000008
1187	1	640.003657, 360.018806	0.000009, 0.000016	0.000069, 0.000077
1187	2	785.149316, 497.027835	-1.086567, 1.153033	-0.000092, -0.000086
1187	3	338.393154, 252.686496	0.415529, -1.178291	0.000023, 0.000008
1188	1	640.003663, 360.018819	0.000009, 0.000016	0.000068, 0.000078
1188	2	784.329257, 497.887764	-1.093412, 1.146572	-0.000091, -0.000086
1188	3	338.707386, 251.803698	0.418976, -1.177065	0.000023, 0.000008
1189	1	640.003670, 360.018831	0.000009, 0.000017	0.000068, 0.000078
1189	2	783.504093, 498.742816	-1.100219, 1.140070	-0.000091, -0.000087
1189	3	339.024201, 250.921827	0.422420, -1.175828	0.000023, 0.000008
1190	1	640.003677, 360.018844	0.000009, 0.000017	0.000067, 0.000079
1190	2	782.673852, 499.592962	-1.106987, 1.133527	-0.000090, -0.000087
1190	3	339.343595, 250.040891	0.425859, -1.174581	0.000023, 0.000008
1191	1	640.003683, 360.018856	0.000009, 0.000017	0.000067, 0.000079
1191	2	781.838565, 500.438170	-1.113716, 1.126944	-0.000090, -0.000088
1191	3	339.665567, 249.160898	0.429296, -1.173324	0.000023, 0.000008
1192	1	640.003690, 360.018869	0.000009, 0.000017	0.000066, 0.000080
1192	2	780.998261, 501.278411	-1.120406, 1.120321	-0.000089, -0.000088
1192	3	339.990113, 248.281855	0.432728, -1.172057	0.000023, 0.000008
1193	1	640.003697, 360.018881	0.000009, 0.000017	0.000066, 0.000080
1193	2	780.152968, 502.113654	-1.127057, 1.113658	-0.000089, -0.000089
1193	3	340.317231, 247.403770	0.436157, -1.170780	0.000023, 0.000009
1194	1	640.003704, 360.018894	0.000009, 0.000017	0.000065, 0.000081
1194	2	779.302718, 502.943870	-1.133668, 1.106955	-0.000088, -0.000089
1194	3	340.646917, 246.526650	0.439582, -1.169493	0.000023, 0.000009
1195	1	640.003711, 360.018907	0.000009, 0.000017	0.000065, 0.000081
1195	2	778.447539, 503.769030	-1.140239, 1.100213	-0.000088, -0.000090
1195	3	340.979169, 245.650503	0.443003, -1.168196	0.000023, 0.000009
1196	1	640.003718, 360.018919	0.000009, 0.000017	0.000064, 0.000082
1196	2	777.587461, 504.589104	-1.146770, 1.093432	-0.000087, -0.000090
1196	3	341.313984, 244.775336	0.446420, -1.166889	0.000023, 0.000009
1197	1	640.003725, 360.018932	0.000009, 0.000017	0.000064, 0.000082
1197	2	776.722516, 505.404063	-1.153260, 1.086612	-0.000087, -0.000091
1197	3	341.651359, 243.901157	0.449833, -1.165572	0.000023, 0.000009
1198	1	640.003732, 360.018945	0.000009, 0.000017	0.000063, 0.000083
1198	2	775.852733, 506.213878	-1.159710, 1.079753	-0.000086, -0.000091
1198	3	341.991291, 243.027974	0.453243, -1.164245	0.000023, 0.000009
1199	1	640.003739, 360.018958	0.000009, 0.000017	0.000063, 0.000083
1199	2	774.978144, 507.018519	-1.166120, 1.072855	-0.000085, -0.000092
1199	3	342.333778, 242.155792	0.456649, -1.162908	0.000023, 0.000009
1200	1	640.003746, 360.018971	0.000009, 0.000017	0.000062, 0.000083
1200	2	774.098778, 507.817959	-1.172488, 1.065920	-0.000085, -0.000092
1200	3	342.678816, 241.284621	0.460050, -1.161561	0.000023, 0.000009
1201	1	640.003753, 360.018984	0.000009, 0.000017	0.000062, 0.000084
1201	2	773.214667, 508.612169	-1.178815, 1.058946	-0.000084, -0.000093
1201	3	343.026401, 240.414468	0.463448, -1.160204	0.000023, 0.000009
1202	1	640.003760, 360.018997	0.000010, 0.000017	0.000061, 0.000084
1202	2	772.325842, 509.401120	-1.185100, 1.051935	-0.000084, -0.000093
1202	3	343.376533, 239.545340	0.466842, -1.158838	0.000023, 0.000009
1203	1	640.003767, 360.019010	0.000010, 0.000017	0.000061, 0.000085
1203	2	771.432334, 510.184785	-1.191344, 1.044886	-0.000083, -0.000094
1203	3	343.729206, 238.677244	0.470231, -1.157461	0.000023, 0.000009
1204	1	640.003774, 360.019023	0.000010, 0.000017	0.000060, 0.000085
1204	2	770.534175, 510.963135	-1.197546, 1.037800	-0.000083, -0.000094
1204	3	344.084418, 237.810188	0.473617, -1.156074	0.000023, 0.000009
1205	1	640.003781, 360.019036	0.000010, 0.000018	0.000060, 0.000086
1205	2	769.631396, 511.736143	-1.203705, 1.030678	-0.000082, -0.000095
1205	3	344.442167, 236.944180	0.476998, -1.154678	0.000023, 0.000009
1206	1	640.003789, 360.019049	0.000010, 0.000018	0.000059, 0.000086
1206	2	768.724029, 512.503782	-1.209822, 1.023518	-0.000082, -0.000095
1206	3	344.802448, 236.079226	0.480375, -1.153272	0.000023, 0.000009
1207	1	640.003796, 360.019062	0.000010, 0.000018	0.000059, 0.000087
1207	2	767.812106, 513.266023	-1.215897, 1.016322	-0.000081, -0.000096
1207	3	345.165260, 235.215335	0.483748, -1.151855	0.000022, 0.000009
1208	1	640.003803, 360.019076	0.000010, 0.000018	0.000058, 0.000087
1208	2	766.895659, 514.022840	-1.221929, 1.009089	-0.000080, -0.000096
1208	3	345.530598, 234.352513	0.487117, -1.150429	0.000022, 0.000010
1209	1	640.003811, 360.019089	0.000010, 0.000018	0.000057, 0.000087
1209	2	765.974721, 514.774206	-1.227918, 1.001821	-0.000080, -0.000097
1209	3	345.898459, 233.490767	0.490482, -1.148993	0.000022, 0.000010
1210	1	640.003818, 360.019102	0.000010, 0.000018	0.000057, 0.000088
1210	2	765.049324, 515.520094	-1.233863, 0.994517	-0.000079, -0.000097
1210	3	346.268841, 232.630107	0.493843, -1.147548	0.000022, 0.000010
1211	1	640.003826, 360.019116	0.000010, 0.000018	0.000056, 0.000088
1211	2	764.119500, 516.260477	-1.239765, 0.987178	-0.000079, -0.000098
1211	3	346.641741, 231.770538	0.497199, -1.146092	0.000022, 0.000010
1212	1	640.003833, 360.019129	0.000010, 0.000018	0.000056, 0.000089
1212	2	763.185283, 516.995330	-1.245623, 0.979803	-0.000078, -0.000098
1212	3	347.017154, 230.912067	0.500551, -1.144627	0.000022, 0.000010
1213	1	640.003841, 360.019143	0.000010, 0.000018	0.000055, 0.000089
1213	2	762.246704, 517.724625	-1.251438, 0.972394	-0.000078, -0.000099
1213	3	347.395078, 230.054704	0.503898, -1.143152	0.000022, 0.000010
1214	1	640.003848, 360.019156	0.000010, 0.000018	0.000055, 0.000089
1214	2	761.303798, 518.448337	-1.257208, 0.964949	-0.000077, -0.000099
1214	3	347.775509, 229.198454	0.507242, -1.141667	0.000022, 0.000010
1215	1	640.003856, 360.019170	0.000010, 0.000018	0.000054, 0.000090
1215	2	760.356598, 519.166440	-1.262934, 0.957471	-0.000076, -0.000100
1215	3	348.158444, 228.343325	0.510580, -1.140172	0.000022, 0.000010
1216	1	640.003863, 360.019184	0.000010, 0.000018	0.000054, 0.000090
1216	2	759.405136, 519.878908	-1.268615, 0.949958	-0.000076, -0.000100
1216	3	348.543880, 227.489324	0.513915, -1.138668	0.000022, 0.000010
1217	1	640.003871, 360.019197	0.000010, 0.000018	0.000053, 0.000091
1217	2	758.449447, 520.585717	-1.274252, 0.942411	-0.000075, -0.000101
1217	3	348.931814, 226.636459	0.517245, -1.137153	0.000022, 0.000010
1218	1	640.003878, 360.019211	0.000010, 0.000018	0.000052, 0.000091
1218	2	757.489564, 521.286840	-1.279844, 0.934831	-0.000075, -0.000101
1218	3	349.322242, 225.784737	0.520570, -1.135629	0.000022, 0.000010
1219	1	640.003886, 360.019225	0.000010, 0.000018	0.000052, 0.000091
1219	2	756.525522, 521.982253	-1.285390, 0.927218	-0.000074, -0.000102
1219	3	349.715160, 224.934165	0.523891, -1.134096	0.000022, 0.000010
1220	1	640.003894, 360.019239	0.000010, 0.000019	0.000051, 0.000092
1220	2	755.557353, 522.671931	-1.290892, 0.919571	-0.000073, -0.000102
1220	3	350.110566, 224.084750	0.527208, -1.132553	0.000022, 0.000010
1221	1	640.003902, 360.019253	0.000010, 0.000019	0.000051, 0.000092
1221	2	754.585093, 523.355850	-1.296347, 0.911891	-0.000073, -0.000102
1221	3	350.508456, 223.236501	0.530520, -1.131000	0.000022, 0.000010
1222	1	640.003909, 360.019267	0.000010, 0.000019	0.000050, 0.000092
1222	2	753.608775, 524.033984	-1.301757, 0.904179	-0.000072, -0.000103
1222	3	350.908827, 222.389423	0.533827, -1.129437	0.000022, 0.000010
1223	1	640.003917, 360.019281	0.000010, 0.000019	0.000050, 0.000093
1223	2	752.628434, 524.706311	-1.307121, 0.896435	-0.000072, -0.000103
1223	3	351.311674, 221.543525	0.537130, -1.127865	0.000022, 0.000010
1224	1	640.003925, 360.019295	0.000010, 0.000019	0.000049, 0.000093
1224	2	751.644104, 525.372805	-1.312439, 0.888659	-0.000071, -0.000104
1224	3	351.716995, 220.698813	0.540428, -1.126283	0.000022, 0.000011
1225	1	640.003933, 360.019309	0.000010, 0.000019	0.000048, 0.000093
1225	2	750.655821, 526.033444	-1.317711, 0.880851	-0.000070, -0.000104
1225	3	352.124786, 219.855295	0.543721, -1.124691	0.000022, 0.000011
1226	1	640.003941, 360.019323	0.000010, 0.000019	0.000048, 0.000094
1226	2	749.663619, 526.688203	-1.322936, 0.873012	-0.000070, -0.000105
1226	3	352.535044, 219.012977	0.547010, -1.123090	0.000022, 0.000011
1227	1	640.003949, 360.019338	0.000011, 0.000019	0.000047, 0.000094
1227	2	748.667533, 527.337059	-1.328114, 0.865141	-0.000069, -0.000105
1227	3	352.947764, 218.171868	0.550294, -1.121479	0.000022, 0.000011
1228	1	640.003957, 360.019352	0.000011, 0.000019	0.000047, 0.000095
1228	2	747.667599, 527.979989	-1.333246, 0.857240	-0.000068, -0.000105
1228	3	353.362945, 217.331974	0.553573, -1.119858	0.000022, 0.000011
1229	1	640.003964, 360.019366	0.000011, 0.000019	0.000046, 0.000095
1229	2	746.663852, 528.616970	-1.338330, 0.849308	-0.000068, -0.000106
1229	3	353.780580, 216.493303	0.556848, -1.118228	0.000022, 0.000011
1230	1	640.003972, 360.019381	0.000011, 0.000019	0.000045, 0.000095
1230	2	745.656326, 529.247979	-1.343367, 0.841346	-0.000067, -0.000106
1230	3	354.200669, 215.655861	0.560118, -1.116589	0.000022, 0.000011
1231	1	640.003980, 360.019395	0.000011, 0.000019	0.000045, 0.000096
1231	2	744.645058, 529.872995	-1.348357, 0.833354	-0.000067, -0.000107
1231	3	354.623205, 214.819657	0.563382, -1.114940	0.000022, 0.000011
1232	1	640.003988, 360.019410	0.000011, 0.000019	0.000044, 0.000096
1232	2	743.630084, 530.491994	-1.353299, 0.825332	-0.000066, -0.000107
1232	3	355.048187, 213.984696	0.566642, -1.113281	0.000022, 0.000011
1233	1	640.003997, 360.019424	0.000011, 0.000019	0.000044, 0.000096
1233	2	742.611439, 531.104954	-1.358193, 0.817280	-0.000065, -0.000107
1233	3	355.475610, 213.150986	0.569897, -1.111613	0.000022, 0.000011
1234	1	640.004005, 360.019439	0.000011, 0.000020	0.000043, 0.000097
1234	2	741.589160, 531.711854	-1.363040, 0.809200	-0.000065, -0.000108
1234	3	355.905471, 212.318535	0.573148, -1.109935	0.000022, 0.000011
1235	1	640.004013, 360.019454	0.000011, 0.000020	0.000042, 0.000097
1235	2	740.563281, 532.312671	-1.367838, 0.801090	-0.000064, -0.000108
1235	3	356.337765, 211.487349	0.576393, -1.108248	0.000022, 0.000011
1236	1	640.004021, 360.019469	0.000011, 0.000020	0.000042, 0.000097
1236	2	739.533841, 532.907385	-1.372588, 0.792952	-0.000063, -0.000109
1236	3	356.772490, 210.657435	0.579633, -1.106551	0.000022, 0.000011
1237	1	640.004029, 360.019483	0.000011, 0.000020	0.000041, 0.000098
1237	2	738.500874, 533.495975	-1.377289, 0.784786	-0.000063, -0.000109
1237	3	357.209641, 209.828801	0.582868, -1.104845	0.000022, 0.000011
1238	1	640.004037, 360.019498	0.000011, 0.000020	0.000041, 0.000098
1238	2	737.464418, 534.078418	-1.381941, 0.776591	-0.000062, -0.000109
1238	3	357.649215, 209.001454	0.586098, -1.103130	0.000022, 0.000011
1239	1	640.004045, 360.019513	0.000011, 0.000020	0.000040, 0.000098
1239	2	736.424509, 534.654695	-1.386545, 0.768369	-0.000061, -0.000110
1239	3	358.091208, 208.175400	0.589324, -1.101405	0.000022, 0.000011
1240	1	640.004054, 360.019528	0.000011, 0.000020	0.000039, 0.000098
1240	2	735.381184, 535.224785	-1.391100, 0.760120	-0.000061, -0.000110
1240	3	358.535615, 207.350647	0.592544, -1.099670	0.000021, 0.000012
1241	1	640.004062, 360.019543	0.000011, 0.000020	0.000039, 0.000099
1241	2	734.334480, 535.788667	-1.395606, 0.751843	-0.000060, -0.000110
1241	3	358.982434, 206.527202	0.595758, -1.097927	0.000021, 0.000012
1242	1	640.004070, 360.019558	0.000011, 0.000020	0.000038, 0.000099
1242	2	733.284433, 536.346322	-1.400062, 0.743539	-0.000059, -0.000111
1242	3	359.431660, 205.705072	0.598968, -1.096174	0.000021, 0.000012
1243	1	640.004078, 360.019573	0.000011, 0.000020	0.000037, 0.000099
1243	2	732.231081, 536.897729	-1.404469, 0.735209	-0.000059, -0.000111
1243	3	359.883290, 204.884264	0.602173, -1.094411	0.000021, 0.000012
1244	1	640.004087, 360.019589	0.000011, 0.000020	0.000037, 0.000100
1244	2	731.174462, 537.442868	-1.408826, 0.726853	-0.000058, -0.000111
1244	3	360.337319, 204.064785	0.605372, -1.092639	0.000021, 0.000012
1245	1	640.004095, 360.019604	0.000011, 0.000020	0.000036, 0.000100
1245	2	730.114612, 537.981721	-1.413133, 0.718471	-0.000057, -0.000112
1245	3	360.793744, 203.246641	0.608567, -1.090858	0.000021, 0.000012
1246	1	640.004103, 360.019619	0.000011, 0.000020	0.000036, 0.000100
1246	2	729.051569, 538.514268	-1.417391, 0.710063	-0.000057, -0.000112
1246	3	361.252561, 202.429841	0.611755, -1.089067	0.000021, 0.000012
1247	1	640.004112, 360.019634	0.000011, 0.000020	0.000035, 0.000100
1247	2	727.985371, 539.040490	-1.421598, 0.701629	-0.000056, -0.000112
1247	3	361.713765, 201.614390	0.614939, -1.087267	0.000021, 0.000012
1248	1	640.004120, 360.019650	0.000011, 0.000021	0.000034, 0.000101
1248	2	726.916055, 539.560368	-1.425755, 0.693171	-0.000055, -0.000113
1248	3	362.177353, 200.800296	0.618118, -1.085458	0.000021, 0.000012
1249	1	640.004128, 360.019665	0.000011, 0.000021	0.000034, 0.000101
1249	2	725.843659, 540.073884	-1.429861, 0.684688	-0.000055, -0.000113
1249	3	362.643321, 199.987567	0.621291, -1.083640	0.000021, 0.000012
1250	1	640.004137, 360.019681	0.000011, 0.000021	0.000033, 0.000101
1250	2	724.768221, 540.581019	-1.433917, 0.676180	-0.000054, -0.000113
1250	3	363.111665, 199.176208	0.624458, -1.081812	0.000021, 0.000012
1251	1	640.004145, 360.019696	0.000011, 0.000021	0.000032, 0.000102
1251	2	723.689779, 541.081756	-1.437922, 0.667648	-0.000053, -0.000114
1251	3	363.582380, 198.366226	0.627621, -1.079975	0.000021, 0.000012
1252	1	640.004154, 360.019712	0.000011, 0.000021	0.000032, 0.000102
1252	2	722.608371, 541.576075	-1.441877, 0.659093	-0.000053, -0.000114
1252	3	364.055464, 197.557629	0.630777, -1.078129	0.000021, 0.000012
1253	1	640.004162, 360.019728	0.000011, 0.000021	0.000031, 0.000102
1253	2	721.524036, 542.063960	-1.445780, 0.650514	-0.000052, -0.000114
1253	3	364.530910, 196.750424	0.633929, -1.076274	0.000021, 0.000012
1254	1	640.004171, 360.019744	0.000011, 0.000021	0.000030, 0.000102
1254	2	720.436812, 542.545394	-1.449632, 0.641911	-0.000051, -0.000115
1254	3	365.008716, 195.944618	0.637075, -1.074409	0.000021, 0.000012
1255	1	640.004179, 360.019759	0.000011, 0.000021	0.000030, 0.000103
1255	2	719.346737, 543.020358	-1.453433, 0.633286	-0.000051, -0.000115
1255	3	365.488878, 195.140216	0.640215, -1.072535	0.000021, 0.000012
1256	1	640.004188, 360.019775	0.000011, 0.000021	0.000029, 0.000103
1256	2	718.253850, 543.488837	-1.457183, 0.624638	-0.000050, -0.000115
1256	3	365.971391, 194.337227	0.643350, -1.070652	0.000021, 0.000013
1257	1	640.004196, 360.019791	0.000011, 0.000021	0.000028, 0.000103
1257	2	717.158190, 543.950812	-1.460881, 0.615968	-0.000049, -0.000116
1257	3	366.456251, 193.535657	0.646480, -1.068760	0.000021, 0.000013
1258	1	640.004205, 360.019807	0.000011, 0.000021	0.000028, 0.000103
1258	2	716.059795, 544.406269	-1.464527, 0.607275	-0.000049, -0.000116
1258	3	366.943453, 192.735513	0.649604, -1.066859	0.000021, 0.000013
1259	1	640.004213, 360.019823	0.000011, 0.000021	0.000027, 0.000103
1259	2	714.958704, 544.855190	-1.468121, 0.598561	-0.000048, -0.000116
1259	3	367.432995, 191.936801	0.652722, -1.064949	0.000021, 0.000013
1260	1	640.004222, 360.019839	0.000011, 0.000021	0.000026, 0.000104
1260	2	713.854956, 545.297559	-1.471663, 0.589826	-0.000047, -0.000116
1260	3	367.924871, 191.139529	0.655835, -1.063029	0.000021, 0.000013
1261	1	640.004230, 360.019856	0.000011, 0.000022	0.000026, 0.000104
1261	2	712.748591, 545.733362	-1.475154, 0.581070	-0.000047, -0.000117
1261	3	368.419077, 190.343704	0.658942, -1.061101	0.000021, 0.000013
1262	1	640.004239, 360.019872	0.000011, 0.000022	0.000025, 0.000104
1262	2	711.639647, 546.162581	-1.478592, 0.572292	-0.000046, -0.000117
1262	3	368.915609, 189.549331	0.662043, -1.059163	0.000021, 0.000013
1263	1	640.004248, 360.019888	0.000011, 0.000022	0.000025, 0.000104
1263	2	710.528164, 546.585202	-1.481978, 0.563495	-0.000045, -0.000117
1263	3	369.414463, 188.756419	0.665138, -1.057216	0.000021, 0.000013
1264	1	640.004256, 360.019904	0.000012, 0.000022	0.000024, 0.000105
1264	2	709.414181, 547.001209	-1.485311, 0.554677	-0.000044, -0.000118
1264	3	369.915634, 187.964973	0.668228, -1.055261	0.000021, 0.000013
1265	1	640.004265, 360.019921	0.000012, 0.000022	0.000023, 0.000105
1265	2	708.297737, 547.410589	-1.488591, 0.545839	-0.000044, -0.000118
1265	3	370.419119, 187.175001	0.671312, -1.053296	0.000021, 0.000013
1266	1	640.004274, 360.019937	0.000012, 0.000022	0.000023, 0.000105
1266	2	707.178873, 547.813325	-1.491819, 0.536982	-0.000043, -0.000118
1266	3	370.924912, 186.386509	0.674391, -1.051322	0.000021, 0.000013
1267	1	640.004282, 360.019954	0.000012, 0.000022	0.000022, 0.000105
1267	2	706.057627, 548.209404	-1.494994, 0.528106	-0.000042, -0.000118
1267	3	371.433009, 185.599505	0.677463, -1.049340	0.000020, 0.000013
1268	1	640.004291, 360.019970	0.000012, 0.000022	0.000021, 0.000105
1268	2	704.934039, 548.598812	-1.498117, 0.519210	-0.000042, -0.000119
1268	3	371.943407, 184.813994	0.680530, -1.047348	0.000020, 0.000013
1269	1	640.004300, 360.019987	0.000012, 0.000022	0.000021, 0.000106
1269	2	703.808150, 548.981535	-1.501186, 0.510297	-0.000041, -0.000119
1269	3	372.456100, 184.029983	0.683591, -1.045348	0.000020, 0.000013
1270	1	640.004308, 360.020004	0.000012, 0.000022	0.000020, 0.000106
1270	2	702.679999, 549.357558	-1.504202, 0.501365	-0.000040, -0.000119
1270	3	372.971084, 183.247479	0.686646, -1.043338	0.000020, 0.000013
1271	1	640.004317, 360.020020	0.000012, 0.000022	0.000019, 0.000106
1271	2	701.549626, 549.726869	-1.507164, 0.492415	-0.000040, -0.000119
1271	3	373.488355, 182.466490	0.689695, -1.041320	0.000020, 0.000013
1272	1	640.004326, 360.020037	0.000012, 0.000022	0.000019, 0.000106
1272	2	700.417070, 550.089454	-1.510074, 0.483447	-0.000039, -0.000120
1272	3	374.007909, 181.687020	0.692738, -1.039292	0.000020, 0.000014
1273	1	640.004335, 360.020054	0.000012, 0.000023	0.000018, 0.000106
1273	2	699.282373, 550.445301	-1.512929, 0.474462	-0.000038, -0.000120
1273	3	374.529740, 180.909078	0.695775, -1.037256	0.000020, 0.000014
1274	1	640.004343, 360.020071	0.000012, 0.000023	0.000017, 0.000106
1274	2	698.145574, 550.794396	-1.515732, 0.465460	-0.000037, -0.000120
1274	3	375.053845, 180.132670	0.698806, -1.035211	0.000020, 0.000014
1275	1	640.004352, 360.020088	0.000012, 0.000023	0.000016, 0.000107
1275	2	697.006714, 551.136728	-1.518480, 0.456442	-0.000037, -0.000120
1275	3	375.580218, 179.357802	0.701831, -1.033157	0.000020, 0.000014
1276	1	640.004361, 360.020105	0.000012, 0.000023	0.000016, 0.000107
1276	2	695.865833, 551.472283	-1.521175, 0.447407	-0.000036, -0.000120
1276	3	376.108856, 178.584481	0.704850, -1.031094	0.000020, 0.000014
1277	1	640.004370, 360.020122	0.000012, 0.000023	0.000015, 0.000107
1277	2	694.722971, 551.801050	-1.523816, 0.438356	-0.000035, -0.000121
1277	3	376.639753, 177.812714	0.707863, -1.029023	0.000020, 0.000014
1278	1	640.004378, 360.020139	0.000012, 0.000023	0.000014, 0.000107
1278	2	693.578169, 552.123018	-1.526403, 0.429290	-0.000034, -0.000121
1278	3	377.172906, 177.042507	0.710870, -1.026943	0.000020, 0.000014
1279	1	640.004387, 360.020157	0.000012, 0.000023	0.000014, 0.000107
1279	2	692.431468, 552.438174	-1.528935, 0.420208	-0.000034, -0.000121
1279	3	377.708309, 176.273867	0.713871, -1.024854	0.000020, 0.000014
1280	1	640.004396, 360.020174	0.000012, 0.000023	0.000013, 0.000107
1280	2	691.282907, 552.746507	-1.531414, 0.411111	-0.000033, -0.000121
1280	3	378.245958, 175.506800	0.716866, -1.022756	0.000020, 0.000014
1281	1	640.004405, 360.020191	0.000012, 0.000023	0.000012, 0.000107
1281	2	690.132529, 553.048007	-1.533838, 0.402000	-0.000032, -0.000121
1281	3	378.785849, 174.741313	0.719854, -1.020649	0.000020, 0.000014
1282	1	640.004414, 360.020209	0.000012, 0.000023	0.000012, 0.000108
1282	2	688.980373, 553.342662	-1.536208, 0.392874	-0.000032, -0.000122
1282	3	379.327976, 173.977413	0.722836, -1.018534	0.000020, 0.000014
1283	1	640.004422, 360.020226	0.000012, 0.000023	0.000011, 0.000108
1283	2	687.826480, 553.630463	-1.538524, 0.383734	-0.000031, -0.000122
1283	3	379.872336, 173.215106	0.725812, -1.016410	0.000020, 0.000014
1284	1	640.004431, 360.020244	0.000012, 0.000023	0.000010, 0.000108
1284	2	686.670892, 553.911398	-1.540785, 0.374580	-0.000030, -0.000122
1284	3	380.418922, 172.454398	0.728782, -1.014277	0.000020, 0.000014
1285	1	640.004440, 360.020261	0.000012, 0.000023	0.000010, 0.000108
1285	2	685.513648, 554.185458	-1.542991, 0.365413	-0.000029, -0.000122
1285	3	380.967732, 171.695296	0.731746, -1.012136	0.000020, 0.000014
1286	1	640.004449, 360.020279	0.000012, 0.000024	0.000009, 0.000108
1286	2	684.354791, 554.452633	-1.545143, 0.356233	-0.000029, -0.000122
1286	3	381.518759, 170.937807	0.734703, -1.009986	0.000020, 0.000014
1287	1	640.004458, 360.020297	0.000012, 0.000024	0.000008, 0.000108
1287	2	683.194362, 554.712913	-1.547240, 0.347040	-0.000028, -0.000123
1287	3	382.072000, 170.181936	0.737654, -1.007827	0.000020, 0.000014
1288	1	640.004467, 360.020314	0.000012, 0.000024	0.000008, 0.000108
1288	2	682.032401, 554.966289	-1.549282, 0.337835	-0.000027, -0.000123
1288	3	382.627449, 169.427691	0.740599, -1.005660	0.000020, 0.000014
1289	1	640.004475, 360.020332	0.000012, 0.000024	0.000007, 0.000108
1289	2	680.868949, 555.212752	-1.551269, 0.328617	-0.000026, -0.000123
1289	3	383.185101, 168.675078	0.743537, -1.003484	0.000020, 0.000015
1290	1	640.004484, 360.020350	0.000012, 0.000024	0.000006, 0.000108
1290	2	679.704048, 555.452293	-1.553201, 0.319388	-0.000026, -0.000123
1290	3	383.744953, 167.924103	0.746469, -1.001300	0.000020, 0.000015
1291	1	640.004493, 360.020368	0.000012, 0.000024	0.000006, 0.000109
1291	2	678.537740, 555.684904	-1.555078, 0.310148	-0.000025, -0.000123
1291	3	384.306998, 167.174773	0.749394, -0.999107	0.000020, 0.000015
1292	1	640.004502, 360.020386	0.000012, 0.000024	0.000005, 0.000109
1292	2	677.370065, 555.910576	-1.556900, 0.300896	-0.000024, -0.000123
1292	3	384.871233, 166.427094	0.752313, -0.996905	0.000019, 0.000015
1293	1	640.004511, 360.020404	0.000012, 0.000024	0.000004, 0.000109
1293	2	676.201065, 556.129301	-1.558667, 0.291634	-0.000024, -0.000123
1293	3	385.437652, 165.681072	0.755225, -0.994695	0.000019, 0.000015
1294	1	640.004520, 360.020422	0.000012, 0.000024	0.000003, 0.000109
1294	2	675.030781, 556.341071	-1.560378, 0.282361	-0.000023, -0.000124
1294	3	386.006250, 164.936714	0.758131, -0.992477	0.000019, 0.000015
1295	1	640.004529, 360.020441	0.000012, 0.000024	0.000003, 0.000109
1295	2	673.859255, 556.545880	-1.562035, 0.273078	-0.000022, -0.000124
1295	3	386.577023, 164.194027	0.761031, -0.990250	0.000019, 0.000015
1296	1	640.004537, 360.020459	0.000012, 0.000024	0.000002, 0.000109
1296	2	672.686528, 556.743719	-1.563635, 0.263785	-0.000021, -0.000124
1296	3	387.149966, 163.453016	0.763924, -0.988015	0.000019, 0.000015
1297	1	640.004546, 360.020477	0.000012, 0.000024	0.000001, 0.000109
1297	2	671.512643, 556.934581	-1.565181, 0.254483	-0.000021, -0.000124
1297	3	387.725073, 162.713688	0.766810, -0.985771	0.000019, 0.000015
1298	1	640.004555, 360.020496	0.000012, 0.000025	0.000001, 0.000109
1298	2	670.337640, 557.118459	-1.566671, 0.245172	-0.000020, -0.000124
1298	3	388.302341, 161.976049	0.769690, -0.983519	0.000019, 0.000015
1299	1	640.004564, 360.020514	0.000012, 0.000025	-0.000000, 0.000109
1299	2	669.161561, 557.295348	-1.568105, 0.235852	-0.000019, -0.000124
