Step	Body	Position (X, Y)	Velocity (X, Y)	Force (X, Y)
3934	2	830.556115, 298.560351	0.485693, 1.502669	-0.011836, 0.003925
3934	3	337.706253, 464.356301	-0.412425, -1.180894	0.004616, -0.001612
3935	1	640.003203, 360.086893	-0.000003, 0.000013	0.000000, -0.000000
3935	2	831.029941, 300.066852	0.473826, 1.506501	-0.011867, 0.003832
3935	3	337.298450, 463.173813	-0.407802, -1.182488	0.004622, -0.001594
3936	1	640.003201, 360.086906	-0.000003, 0.000013	0.000000, -0.000000
3936	2	831.491870, 301.577090	0.461929, 1.510239	-0.011897, 0.003738
3936	3	336.895276, 461.989748	-0.403174, -1.184064	0.004629, -0.001576
3937	1	640.003198, 360.086919	-0.000003, 0.000013	0.000000, -0.000000
3937	2	831.941872, 303.090974	0.450002, 1.513883	-0.011927, 0.003644
3937	3	336.496737, 460.804126	-0.398539, -1.185623	0.004635, -0.001558
3938	1	640.003196, 360.086932	-0.000002, 0.000013	0.000000, -0.000000
3938	2	832.379917, 304.608407	0.438045, 1.517434	-0.011956, 0.003550
3938	3	336.102838, 459.616963	-0.393899, -1.187163	0.004641, -0.001540
3939	1	640.003193, 360.086945	-0.000002, 0.000013	0.000000, -0.000000
3939	2	832.805978, 306.129297	0.426061, 1.520890	-0.011985, 0.003456
3939	3	335.713587, 458.428279	-0.389252, -1.188684	0.004647, -0.001522
3940	1	640.003191, 360.086958	-0.000002, 0.000013	0.000000, -0.000000
3940	2	833.220027, 307.653548	0.414049, 1.524251	-0.012012, 0.003362
3940	3	335.328987, 457.238091	-0.384600, -1.190188	0.004652, -0.001504
3941	1	640.003189, 360.086970	-0.000002, 0.000013	0.000000, -0.000000
3941	2	833.622036, 309.181067	0.402010, 1.527519	-0.012039, 0.003267
3941	3	334.949046, 456.046417	-0.379941, -1.191673	0.004658, -0.001485
3942	1	640.003187, 360.086983	-0.000002, 0.000013	0.000000, -0.000000
3942	2	834.011981, 310.711758	0.389944, 1.530691	-0.012065, 0.003172
3942	3	334.573768, 454.853277	-0.375277, -1.193140	0.004664, -0.001467
3943	1	640.003185, 360.086996	-0.000002, 0.000013	0.000000, -0.000000
3943	2	834.389835, 312.245525	0.377854, 1.533768	-0.012090, 0.003077
3943	3	334.203160, 453.658687	-0.370608, -1.194589	0.004670, -0.001449
3944	1	640.003183, 360.087008	-0.000002, 0.000013	0.000000, -0.000000
3944	2	834.755574, 313.782275	0.365739, 1.536749	-0.012115, 0.002982
3944	3	333.837228, 452.462668	-0.365933, -1.196020	0.004675, -0.001431
3945	1	640.003182, 360.087021	-0.000002, 0.000013	0.000000, -0.000000
3945	2	835.109174, 315.321910	0.353600, 1.539636	-0.012139, 0.002886
3945	3	333.475975, 451.265236	-0.361252, -1.197432	0.004681, -0.001412
3946	1	640.003180, 360.087034	-0.000002, 0.000013	0.000000, -0.000000
3946	2	835.450612, 316.864336	0.341438, 1.542426	-0.012162, 0.002790
3946	3	333.119409, 450.066410	-0.356566, -1.198826	0.004686, -0.001394
3947	1	640.003178, 360.087046	-0.000002, 0.000013	0.000000, -0.000000
3947	2	835.779865, 318.409457	0.329253, 1.545121	-0.012184, 0.002695
3947	3	332.767534, 448.866208	-0.351875, -1.200201	0.004691, -0.001376
3948	1	640.003177, 360.087059	-0.000001, 0.000013	0.000000, -0.000000
3948	2	836.096912, 319.957176	0.317047, 1.547719	-0.012206, 0.002598
3948	3	332.420356, 447.664650	-0.347178, -1.201559	0.004697, -0.001357
3949	1	640.003176, 360.087072	-0.000001, 0.000013	0.000000, -0.000000
3949	2	836.401733, 321.507397	0.304821, 1.550221	-0.012227, 0.002502
3949	3	332.077880, 446.461752	-0.342476, -1.202897	0.004702, -0.001339
3950	1	640.003174, 360.087084	-0.000001, 0.000013	0.000000, -0.000000
3950	2	836.694307, 323.060024	0.292574, 1.552627	-0.012247, 0.002406
3950	3	331.740110, 445.257535	-0.337769, -1.204218	0.004707, -0.001320
3951	1	640.003173, 360.087097	-0.000001, 0.000013	0.000000, -0.000000
3951	2	836.974614, 324.614960	0.280307, 1.554936	-0.012266, 0.002309
3951	3	331.407053, 444.052015	-0.333057, -1.205520	0.004712, -0.001302
3952	1	640.003172, 360.087109	-0.000001, 0.000013	0.000000, -0.000000
3952	2	837.242636, 326.172109	0.268022, 1.557149	-0.012285, 0.002212
3952	3	331.078713, 442.845212	-0.328340, -1.206803	0.004717, -0.001283
3953	1	640.003171, 360.087122	-0.000001, 0.000013	0.000000, -0.000000
3953	2	837.498356, 327.731373	0.255720, 1.559264	-0.012303, 0.002115
3953	3	330.755094, 441.637144	-0.323618, -1.208068	0.004722, -0.001265
3954	1	640.003170, 360.087134	-0.000001, 0.000012	0.000000, -0.000000
3954	2	837.741755, 329.292655	0.243400, 1.561282	-0.012320, 0.002018
3954	3	330.436202, 440.427830	-0.318892, -1.209314	0.004727, -0.001246
3955	1	640.003170, 360.087147	-0.000001, 0.000012	0.000000, -0.000000
3955	2	837.972819, 330.855859	0.231064, 1.563203	-0.012336, 0.001921
3955	3	330.122042, 439.217288	-0.314160, -1.210542	0.004732, -0.001228
3956	1	640.003169, 360.087159	-0.000001, 0.000012	0.000000, -0.000000
3956	2	838.191531, 332.420886	0.218712, 1.565027	-0.012352, 0.001824
3956	3	329.812618, 438.005536	-0.309424, -1.211752	0.004736, -0.001209
3957	1	640.003168, 360.087172	-0.000001, 0.000012	0.000000, -0.000000
3957	2	838.397877, 333.987639	0.206346, 1.566753	-0.012366, 0.001726
3957	3	329.507935, 436.792593	-0.304683, -1.212943	0.004741, -0.001191
3958	1	640.003168, 360.087184	-0.000000, 0.000012	0.000000, -0.000000
3958	2	838.591842, 335.556021	0.193965, 1.568382	-0.012380, 0.001629
3958	3	329.207997, 435.578478	-0.299938, -1.214115	0.004745, -0.001172
3959	1	640.003168, 360.087196	-0.000000, 0.000012	0.000000, -0.000000
3959	2	838.773414, 337.125935	0.181572, 1.569913	-0.012394, 0.001531
3959	3	328.912809, 434.363210	-0.295188, -1.215269	0.004750, -0.001154
3960	1	640.003167, 360.087209	-0.000000, 0.000012	0.000000, -0.000000
3960	2	838.942580, 338.697281	0.169166, 1.571346	-0.012406, 0.001433
3960	3	328.622375, 433.146806	-0.290434, -1.216404	0.004754, -0.001135
3961	1	640.003167, 360.087221	-0.000000, 0.000012	0.000000, -0.000000
3961	2	839.099328, 340.269962	0.156748, 1.572681	-0.012418, 0.001335
3961	3	328.336700, 431.929286	-0.285675, -1.217520	0.004759, -0.001117
3962	1	640.003167, 360.087234	-0.000000, 0.000012	0.000000, -0.000000
3962	2	839.243648, 341.843881	0.144320, 1.573918	-0.012429, 0.001237
3962	3	328.055788, 430.710667	-0.280912, -1.218618	0.004763, -0.001098
3963	1	640.003167, 360.087246	0.000000, 0.000012	0.000000, -0.000000
3963	2	839.375529, 343.418938	0.131881, 1.575057	-0.012439, 0.001139
3963	3	327.779643, 429.490970	-0.276145, -1.219697	0.004767, -0.001079
3964	1	640.003168, 360.087259	0.000000, 0.000012	0.000000, -0.000000
3964	2	839.494961, 344.995036	0.119433, 1.576098	-0.012448, 0.001041
3964	3	327.508268, 428.270212	-0.271374, -1.220758	0.004771, -0.001061
3965	1	640.003168, 360.087271	0.000000, 0.000012	0.000000, -0.000000
3965	2	839.601937, 346.572077	0.106976, 1.577041	-0.012457, 0.000942
3965	3	327.241669, 427.048412	-0.266599, -1.221800	0.004775, -0.001042
3966	1	640.003168, 360.087283	0.000000, 0.000012	0.000000, -0.000000
3966	2	839.696449, 348.149961	0.094512, 1.577885	-0.012464, 0.000844
3966	3	326.979850, 425.825589	-0.261820, -1.222823	0.004779, -0.001023
3967	1	640.003169, 360.087296	0.000000, 0.000012	0.000000, -0.000000
3967	2	839.778489, 349.728591	0.082040, 1.578630	-0.012472, 0.000746
3967	3	326.722813, 424.601762	-0.257037, -1.223828	0.004783, -0.001004
3968	1	640.003169, 360.087308	0.000001, 0.000012	0.000000, -0.000000
3968	2	839.848051, 351.307868	0.069562, 1.579277	-0.012478, 0.000647
3968	3	326.470563, 423.376948	-0.252250, -1.224813	0.004787, -0.000986
3969	1	640.003170, 360.087320	0.000001, 0.000012	0.000000, -0.000000
3969	2	839.905130, 352.887694	0.057079, 1.579825	-0.012483, 0.000548
3969	3	326.223103, 422.151168	-0.247459, -1.225780	0.004791, -0.000967
3970	1	640.003171, 360.087333	0.000001, 0.000012	0.000000, 0.000000
3970	2	839.949721, 354.467969	0.044591, 1.580275	-0.012488, 0.000450
3970	3	325.980438, 420.924439	-0.242665, -1.226729	0.004794, -0.000948
3971	1	640.003171, 360.087345	0.000001, 0.000012	0.000000, 0.000000
3971	2	839.981820, 356.048595	0.032099, 1.580626	-0.012492, 0.000351
3971	3	325.742571, 419.696781	-0.237867, -1.227658	0.004798, -0.000930
3972	1	640.003172, 360.087358	0.000001, 0.000012	0.000000, 0.000000
3972	2	840.001424, 357.629474	0.019604, 1.580879	-0.012495, 0.000252
3972	3	325.509505, 418.468213	-0.233066, -1.228569	0.004801, -0.000911
3973	1	640.003174, 360.087370	0.000001, 0.000012	0.000000, 0.000000
3973	2	840.008531, 359.210506	0.007107, 1.581032	-0.012497, 0.000154
3973	3	325.281244, 417.238752	-0.228261, -1.229461	0.004805, -0.000892
3974	1	640.003175, 360.087382	0.000001, 0.000012	0.000000, 0.000000
3974	2	840.003139, 360.791593	-0.005392, 1.581087	-0.012499, 0.000055
3974	3	325.057791, 416.008418	-0.223453, -1.230334	0.004808, -0.000873
3975	1	640.003176, 360.087395	0.000001, 0.000012	0.000000, 0.000000
3975	2	839.985247, 362.372636	-0.017892, 1.581043	-0.012500, -0.000044
3975	3	324.839149, 414.777230	-0.218641, -1.231188	0.004811, -0.000854
3976	1	640.003177, 360.087407	0.000001, 0.000012	0.000000, 0.000000
3976	2	839.954855, 363.953536	-0.030392, 1.580900	-0.012500, -0.000143
3976	3	324.625322, 413.545206	-0.213827, -1.232024	0.004815, -0.000835
3977	1	640.003179, 360.087420	0.000001, 0.000012	0.000000, 0.000000
3977	2	839.911964, 365.534195	-0.042891, 1.580658	-0.012499, -0.000242
3977	3	324.416314, 412.312366	-0.209009, -1.232840	0.004818, -0.000817
3978	1	640.003180, 360.087432	0.000002, 0.000012	0.000000, 0.000000
3978	2	839.856576, 367.114513	-0.055388, 1.580318	-0.012497, -0.000341
3978	3	324.212126, 411.078727	-0.204188, -1.233638	0.004821, -0.000798
3979	1	640.003182, 360.087445	0.000002, 0.000012	0.000000, 0.000000
3979	2	839.788692, 368.694391	-0.067884, 1.579879	-0.012495, -0.000439
3979	3	324.012762, 409.844310	-0.199364, -1.234417	0.004824, -0.000779
3980	1	640.003184, 360.087457	0.000002, 0.000012	0.000000, 0.000000
3980	2	839.708316, 370.273732	-0.080376, 1.579340	-0.012492, -0.000538
3980	3	323.818225, 408.609133	-0.194537, -1.235177	0.004827, -0.000760
3981	1	640.003186, 360.087469	0.000002, 0.000012	0.000000, 0.000000
3981	2	839.615453, 371.852435	-0.092864, 1.578703	-0.012488, -0.000637
3981	3	323.628518, 407.373215	-0.189707, -1.235918	0.004830, -0.000741
3982	1	640.003188, 360.087482	0.000002, 0.000012	0.000000, 0.000000
3982	2	839.510105, 373.430403	-0.105347, 1.577968	-0.012484, -0.000736
3982	3	323.443643, 406.136574	-0.184875, -1.236641	0.004833, -0.000722
3983	1	640.003190, 360.087494	0.000002, 0.000012	0.000000, 0.000000
3983	2	839.392280, 375.007536	-0.117825, 1.577133	-0.012478, -0.000835
3983	3	323.263603, 404.899230	-0.180039, -1.237344	0.004835, -0.000703
3984	1	640.003192, 360.087507	0.000002, 0.000012	0.000000, 0.000000
3984	2	839.261983, 376.583736	-0.130297, 1.576200	-0.012472, -0.000933
3984	3	323.088402, 403.661202	-0.175202, -1.238028	0.004838, -0.000684
3985	1	640.003194, 360.087519	0.000002, 0.000013	0.000000, 0.000000
3985	2	839.119221, 378.158904	-0.142762, 1.575168	-0.012465, -0.001032
3985	3	322.918041, 402.422508	-0.170361, -1.238694	0.004840, -0.000666
3986	1	640.003197, 360.087532	0.000002, 0.000013	0.000000, 0.000000
3986	2	838.964001, 379.732942	-0.155219, 1.574037	-0.012457, -0.001131
3986	3	322.752523, 401.183167	-0.165518, -1.239341	0.004843, -0.000647
3987	1	640.003199, 360.087544	0.000002, 0.000013	0.000000, 0.000000
3987	2	838.796334, 381.305750	-0.167667, 1.572808	-0.012448, -0.001229
3987	3	322.591850, 399.943199	-0.160673, -1.239968	0.004845, -0.000628
3988	1	640.003202, 360.087557	0.000003, 0.000013	0.000000, 0.000000
3988	2	838.616227, 382.877231	-0.180107, 1.571481	-0.012439, -0.001328
3988	3	322.436025, 398.702622	-0.155825, -1.240577	0.004848, -0.000609
3989	1	640.003204, 360.087570	0.000003, 0.000013	0.000000, 0.000000
3989	2	838.423692, 384.447285	-0.192536, 1.570054	-0.012429, -0.001426
3989	3	322.285050, 397.461456	-0.150975, -1.241167	0.004850, -0.000590
3990	1	640.003207, 360.087582	0.000003, 0.000013	0.000000, 0.000000
3990	2	838.218738, 386.015815	-0.204954, 1.568530	-0.012418, -0.001525
3990	3	322.138927, 396.219718	-0.146123, -1.241737	0.004852, -0.000571
3991	1	640.003210, 360.087595	0.000003, 0.000013	0.000000, 0.000000
3991	2	838.001379, 387.582722	-0.217360, 1.566907	-0.012406, -0.001623
3991	3	321.997658, 394.977429	-0.141269, -1.242289	0.004854, -0.000552
3992	1	640.003213, 360.087607	0.000003, 0.000013	0.000000, 0.000000
3992	2	837.771625, 389.147908	-0.229754, 1.565186	-0.012394, -0.001721
3992	3	321.861246, 393.734607	-0.136412, -1.242822	0.004856, -0.000533
3993	1	640.003216, 360.087620	0.000003, 0.000013	0.000000, 0.000000
3993	2	837.529491, 390.711275	-0.242134, 1.563367	-0.012381, -0.001819
3993	3	321.729692, 392.491271	-0.131554, -1.243336	0.004858, -0.000514
3994	1	640.003219, 360.087633	0.000003, 0.000013	0.000000, 0.000000
3994	2	837.274990, 392.272724	-0.254501, 1.561450	-0.012367, -0.001917
3994	3	321.602998, 391.247441	-0.126694, -1.243831	0.004860, -0.000495
3995	1	640.003223, 360.087645	0.000003, 0.000013	0.000000, 0.000000
3995	2	837.008137, 393.832159	-0.266852, 1.559434	-0.012352, -0.002015
3995	3	321.481166, 390.003134	-0.121832, -1.244306	0.004862, -0.000476
3996	1	640.003226, 360.087658	0.000003, 0.000013	0.000000, 0.000000
3996	2	836.728949, 395.389480	-0.279189, 1.557321	-0.012336, -0.002113
3996	3	321.364198, 388.758371	-0.116968, -1.244763	0.004864, -0.000457
3997	1	640.003229, 360.087671	0.000003, 0.000013	0.000000, 0.000000
3997	2	836.437441, 396.944591	-0.291508, 1.555111	-0.012320, -0.002211
3997	3	321.252095, 387.513170	-0.112103, -1.245201	0.004865, -0.000438
3998	1	640.003233, 360.087684	0.000004, 0.000013	0.000000, 0.000000
3998	2	836.133630, 398.497393	-0.303811, 1.552802	-0.012303, -0.002308
3998	3	321.144860, 386.267550	-0.107236, -1.245620	0.004867, -0.000419
3999	1	640.003237, 360.087696	0.000004, 0.000013	0.000000, 0.000000
3999	2	835.817534, 400.047789	-0.316096, 1.550396	-0.012285, -0.002406
3999	3	321.042493, 385.021531	-0.102367, -1.246020	0.004869, -0.000400
4000	1	640.003240, 360.087709	0.000004, 0.000013	0.000000, 0.000000
4000	2	835.489173, 401.595683	-0.328362, 1.547893	-0.012266, -0.002503
4000	3	320.944995, 383.775130	-0.097497, -1.246400	0.004870, -0.000381
4001	1	640.003244, 360.087722	0.000004, 0.000013	0.000000, 0.000000
4001	2	835.148565, 403.140976	-0.340608, 1.545293	-0.012246, -0.002600
4001	3	320.852370, 382.528369	-0.092626, -1.246762	0.004871, -0.000362
4002	1	640.003248, 360.087735	0.000004, 0.000013	0.000000, 0.000000
4002	2	834.795730, 404.683571	-0.352834, 1.542596	-0.012226, -0.002697
4002	3	320.764617, 381.281264	-0.087753, -1.247104	0.004873, -0.000343
4003	1	640.003252, 360.087748	0.000004, 0.000013	0.000000, 0.000000
4003	2	834.430691, 406.223373	-0.365040, 1.539801	-0.012205, -0.002794
4003	3	320.681737, 380.033836	-0.082879, -1.247428	0.004874, -0.000324
4004	1	640.003256, 360.087761	0.000004, 0.000013	0.000000, 0.000000
4004	2	834.053468, 407.760283	-0.377223, 1.536910	-0.012183, -0.002891
4004	3	320.603733, 378.786103	-0.078004, -1.247733	0.004875, -0.000305
4005	1	640.003261, 360.087774	0.000004, 0.000013	0.000000, 0.000000
4005	2	833.664084, 409.294206	-0.389384, 1.533923	-0.012161, -0.002988
4005	3	320.530605, 377.538085	-0.073128, -1.248018	0.004876, -0.000285
4006	1	640.003265, 360.087787	0.000004, 0.000013	0.000000, 0.000000
4006	2	833.262563, 410.825045	-0.401521, 1.530839	-0.012138, -0.003084
4006	3	320.462354, 376.289801	-0.068251, -1.248284	0.004877, -0.000266
4007	1	640.003270, 360.087800	0.000004, 0.000013	0.000000, 0.000000
4007	2	832.848928, 412.352703	-0.413635, 1.527659	-0.012113, -0.003180
4007	3	320.398982, 375.041269	-0.063373, -1.248532	0.004878, -0.000247
4008	1	640.003274, 360.087813	0.000005, 0.000013	0.000000, 0.000000
4008	2	832.423204, 413.877086	-0.425724, 1.524382	-0.012089, -0.003276
4008	3	320.340488, 373.792509	-0.058494, -1.248760	0.004879, -0.000228
4009	1	640.003279, 360.087826	0.000005, 0.000013	0.000000, 0.000000
4009	2	831.985418, 415.398096	-0.437787, 1.521010	-0.012063, -0.003372
4009	3	320.286873, 372.543540	-0.053614, -1.248969	0.004880, -0.000209
4010	1	640.003283, 360.087839	0.000005, 0.000013	0.000000, 0.000000
4010	2	831.535594, 416.915638	-0.449823, 1.517542	-0.012037, -0.003468
4010	3	320.238139, 371.294381	-0.048734, -1.249159	0.004880, -0.000190
4011	1	640.003288, 360.087852	0.000005, 0.000013	0.000000, 0.000000
4011	2	831.073762, 418.429618	-0.461833, 1.513979	-0.012009, -0.003563
4011	3	320.194287, 370.045050	-0.043853, -1.249330	0.004881, -0.000171
4012	1	640.003293, 360.087865	0.000005, 0.000013	0.000000, 0.000000
4012	2	830.599948, 419.939938	-0.473814, 1.510321	-0.011982, -0.003658
4012	3	320.155315, 368.795568	-0.038971, -1.249482	0.004882, -0.000152
4013	1	640.003298, 360.087879	0.000005, 0.000013	0.000000, 0.000000
4013	2	830.114180, 421.446506	-0.485767, 1.506567	-0.011953, -0.003754
4013	3	320.121226, 367.545953	-0.034089, -1.249615	0.004882, -0.000133
4014	1	640.003303, 360.087892	0.000005, 0.000013	0.000000, 0.000000
4014	2	829.616490, 422.949225	-0.497691, 1.502719	-0.011923, -0.003848
4014	3	320.092019, 366.296223	-0.029207, -1.249729	0.004882, -0.000114
4015	1	640.003309, 360.087905	0.000005, 0.000013	0.000000, 0.000000
4015	2	829.106906, 424.448001	-0.509584, 1.498776	-0.011893, -0.003943
4015	3	320.067695, 365.046400	-0.024324, -1.249824	0.004883, -0.000095
4016	1	640.003314, 360.087919	0.000005, 0.000013	0.000000, 0.000000
4016	2	828.585460, 425.942739	-0.521446, 1.494739	-0.011862, -0.004037
4016	3	320.048254, 363.796500	-0.019441, -1.249900	0.004883, -0.000076
4017	1	640.003319, 360.087932	0.000005, 0.000013	0.000000, 0.000000
4017	2	828.052183, 427.433347	-0.533277, 1.490607	-0.011831, -0.004131
4017	3	320.033696, 362.546544	-0.014558, -1.249956	0.004883, -0.000057
4018	1	640.003325, 360.087945	0.000005, 0.000013	0.000000, 0.000000
4018	2	827.507107, 428.919729	-0.545075, 1.486382	-0.011798, -0.004225
4018	3	320.024022, 361.296550	-0.009674, -1.249994	0.004883, -0.000038
4019	1	640.003330, 360.087959	0.000006, 0.000013	0.000000, 0.000000
4019	2	826.950267, 430.401792	-0.556840, 1.482063	-0.011765, -0.004319
4019	3	320.019231, 360.046538	-0.004791, -1.250012	0.004883, -0.000018
4020	1	640.003336, 360.087972	0.000006, 0.000014	0.000000, 0.000000
4020	2	826.381695, 431.879443	-0.568571, 1.477651	-0.011731, -0.004412
4020	3	320.019323, 358.796527	0.000092, -1.250011	0.004883, 0.000001
4021	1	640.003342, 360.087986	0.000006, 0.000014	0.000000, 0.000000
4021	2	825.801428, 433.352588	-0.580268, 1.473146	-0.011696, -0.004505
4021	3	320.024299, 357.546535	0.004975, -1.249992	0.004883, 0.000020
4022	1	640.003348, 360.088000	0.000006, 0.000014	0.000000, 0.000000
4022	2	825.209499, 434.821136	-0.591929, 1.468547	-0.011661, -0.004598
4022	3	320.034157, 356.296582	0.009858, -1.249953	0.004883, 0.000039
4023	1	640.003354, 360.088013	0.000006, 0.000014	0.000000, 0.000000
4023	2	824.605945, 436.284992	-0.603554, 1.463856	-0.011625, -0.004691
4023	3	320.048898, 355.046687	0.014741, -1.249895	0.004883, 0.000058
4024	1	640.003360, 360.088027	0.000006, 0.000014	0.000000, 0.000000
4024	2	823.990803, 437.744066	-0.615142, 1.459073	-0.011588, -0.004783
4024	3	320.068522, 353.796868	0.019624, -1.249818	0.004882, 0.000077
4025	1	640.003366, 360.088041	0.000006, 0.000014	0.000000, 0.000000
4025	2	823.364110, 439.198264	-0.626692, 1.454198	-0.011550, -0.004875
4025	3	320.093027, 352.547146	0.024506, -1.249722	0.004882, 0.000096
4026	1	640.003372, 360.088055	0.000006, 0.000014	0.000000, 0.000000
4026	2	822.725906, 440.647495	-0.638204, 1.449232	-0.011512, -0.004967
4026	3	320.122414, 351.297539	0.029387, -1.249607	0.004881, 0.000115
4027	1	640.003378, 360.088068	0.000006, 0.000014	0.000000, 0.000000
4027	2	822.076229, 442.091669	-0.649677, 1.444173	-0.011473, -0.005058
4027	3	320.156682, 350.048066	0.034268, -1.249473	0.004881, 0.000134
4028	1	640.003385, 360.088082	0.000006, 0.000014	0.000000, 0.000000
4028	2	821.415119, 443.530693	-0.661110, 1.439024	-0.011433, -0.005149
4028	3	320.195831, 348.798746	0.039148, -1.249320	0.004880, 0.000153
4029	1	640.003391, 360.088096	0.000007, 0.000014	0.000000, 0.000000
4029	2	820.742616, 444.964477	-0.672503, 1.433784	-0.011393, -0.005240
4029	3	320.239859, 347.549599	0.044028, -1.249148	0.004880, 0.000172
4030	1	640.003398, 360.088110	0.000007, 0.000014	0.000000, 0.000000
4030	2	820.058762, 446.392930	-0.683854, 1.428453	-0.011351, -0.005331
4030	3	320.288765, 346.300643	0.048907, -1.248956	0.004879, 0.000191
4031	1	640.003405, 360.088124	0.000007, 0.000014	0.000000, 0.000000
4031	2	819.363599, 447.815962	-0.695163, 1.423032	-0.011309, -0.005421
4031	3	320.342550, 345.051897	0.053785, -1.248746	0.004878, 0.000210
4032	1	640.003411, 360.088139	0.000007, 0.000014	0.000000, 0.000000
4032	2	818.657169, 449.233484	-0.706430, 1.417522	-0.011266, -0.005511
4032	3	320.401212, 343.803380	0.058662, -1.248516	0.004877, 0.000229
4033	1	640.003418, 360.088153	0.000007, 0.000014	0.000000, 0.000000
4033	2	817.939517, 450.645406	-0.717653, 1.411922	-0.011223, -0.005600
4033	3	320.464749, 342.555112	0.063538, -1.248268	0.004876, 0.000248
4034	1	640.003425, 360.088167	0.000007, 0.000014	0.000000, 0.000000
4034	2	817.210685, 452.051638	-0.728832, 1.406232	-0.011179, -0.005689
4034	3	320.533162, 341.307112	0.068413, -1.248001	0.004875, 0.000267
4035	1	640.003432, 360.088181	0.000007, 0.000014	0.000000, 0.000000
4035	2	816.470719, 453.452093	-0.739966, 1.400454	-0.011134, -0.005778
4035	3	320.606448, 340.059398	0.073286, -1.247714	0.004874, 0.000287
4036	1	640.003439, 360.088196	0.000007, 0.000014	0.000000, 0.000000
4036	2	815.719665, 454.846681	-0.751054, 1.394588	-0.011088, -0.005867
4036	3	320.684607, 338.811989	0.078159, -1.247408	0.004873, 0.000306
4037	1	640.003447, 360.088210	0.000007, 0.000014	0.000000, 0.000000
4037	2	814.957569, 456.235314	-0.762096, 1.388633	-0.011042, -0.005955
4037	3	320.767637, 337.564905	0.083030, -1.247084	0.004871, 0.000325
4038	1	640.003454, 360.088225	0.000007, 0.000014	0.000000, 0.000000
4038	2	814.184478, 457.617904	-0.773091, 1.382591	-0.010995, -0.006042
4038	3	320.855537, 336.318165	0.087900, -1.246740	0.004870, 0.000344
4039	1	640.003461, 360.088239	0.000007, 0.000015	0.000000, 0.000000
4039	2	813.400440, 458.994365	-0.784039, 1.376461	-0.010947, -0.006130
4039	3	320.948305, 335.071787	0.092768, -1.246378	0.004868, 0.000363
4040	1	640.003469, 360.088254	0.000007, 0.000015	0.000000, 0.000000
4040	2	812.605502, 460.364609	-0.794938, 1.370244	-0.010899, -0.006217
4040	3	321.045940, 333.825791	0.097635, -1.245996	0.004867, 0.000382
4041	1	640.003476, 360.088268	0.000008, 0.000015	0.000000, 0.000000
4041	2	811.799715, 461.728550	-0.805787, 1.363941	-0.010850, -0.006303
4041	3	321.148440, 332.580196	0.102500, -1.245595	0.004865, 0.000401
4042	1	640.003484, 360.088283	0.000008, 0.000015	0.000000, 0.000000
4042	2	810.983127, 463.086101	-0.816588, 1.357551	-0.010800, -0.006390
4042	3	321.255804, 331.335020	0.107364, -1.245176	0.004864, 0.000420
4043	1	640.003492, 360.088298	0.000008, 0.000015	0.000000, 0.000000
4043	2	810.155790, 464.437176	-0.827337, 1.351075	-0.010750, -0.006476
4043	3	321.368030, 330.090282	0.112226, -1.244737	0.004862, 0.000439
4044	1	640.003499, 360.088313	0.000008, 0.000015	0.000000, 0.000000
4044	2	809.317754, 465.781691	-0.838036, 1.344514	-0.010698, -0.006561
4044	3	321.485115, 328.846003	0.117086, -1.244280	0.004860, 0.000458
4045	1	640.003507, 360.088328	0.000008, 0.000015	0.000000, 0.000000
4045	2	808.469072, 467.119559	-0.848682, 1.337868	-0.010647, -0.006646
4045	3	321.607059, 327.602199	0.121944, -1.243803	0.004858, 0.000477
4046	1	640.003515, 360.088343	0.000008, 0.000015	0.000000, 0.000000
4046	2	807.609795, 468.450697	-0.859276, 1.331138	-0.010594, -0.006731
4046	3	321.733859, 326.358892	0.126800, -1.243308	0.004856, 0.000495
4047	1	640.003523, 360.088358	0.000008, 0.000015	0.000000, 0.000000
4047	2	806.739978, 469.775019	-0.869817, 1.324323	-0.010541, -0.006815
4047	3	321.865513, 325.116098	0.131654, -1.242793	0.004854, 0.000514
4048	1	640.003531, 360.088373	0.000008, 0.000015	0.000000, 0.000000
4048	2	805.859674, 471.092443	-0.880304, 1.317424	-0.010487, -0.006899
4048	3	322.002019, 323.873838	0.136506, -1.242260	0.004852, 0.000533
4049	1	640.003540, 360.088388	0.000008, 0.000015	0.000000, 0.000000
4049	2	804.968937, 472.402885	-0.890737, 1.310442	-0.010432, -0.006982
4049	3	322.143374, 322.632130	0.141356, -1.241708	0.004850, 0.000552
4050	1	640.003548, 360.088403	0.000008, 0.000015	0.000000, 0.000000
4050	2	804.067824, 473.706261	-0.901114, 1.303377	-0.010377, -0.007065
4050	3	322.289577, 321.390994	0.146203, -1.241136	0.004847, 0.000571
4051	1	640.003556, 360.088418	0.000008, 0.000015	0.000000, 0.000000
4051	2	803.156389, 475.002490	-0.911435, 1.296229	-0.010321, -0.007148
4051	3	322.440626, 320.150448	0.151048, -1.240546	0.004845, 0.000590
4052	1	640.003565, 360.088434	0.000008, 0.000015	0.000000, 0.000000
4052	2	802.234689, 476.291489	-0.921700, 1.288999	-0.010265, -0.007230
4052	3	322.596517, 318.910510	0.155891, -1.239937	0.004843, 0.000609
4053	1	640.003573, 360.088449	0.000009, 0.000015	0.000000, 0.000000
4053	2	801.302782, 477.573177	-0.931907, 1.281688	-0.010207, -0.007311
4053	3	322.757248, 317.671201	0.160731, -1.239309	0.004840, 0.000628
