Step	Body	Position (X, Y)	Velocity (X, Y)	Force (X, Y)
4054	1	640.003582, 360.088465	0.000009, 0.000016	0.000000, 0.000000
4054	2	800.360725, 478.847472	-0.942057, 1.274295	-0.010150, -0.007393
4054	3	322.922817, 316.432538	0.165569, -1.238663	0.004838, 0.000647
4055	1	640.003590, 360.088480	0.000009, 0.000016	0.000000, 0.000000
4055	2	799.408577, 480.114294	-0.952148, 1.266822	-0.010091, -0.007473
4055	3	323.093221, 315.194542	0.170404, -1.237997	0.004835, 0.000666
4056	1	640.003599, 360.088496	0.000009, 0.000016	0.000000, 0.000000
4056	2	798.446398, 481.373562	-0.962180, 1.259268	-0.010032, -0.007554
4056	3	323.268457, 313.957229	0.175236, -1.237312	0.004832, 0.000685
4057	1	640.003608, 360.088512	0.000009, 0.000016	0.000000, 0.000000
4057	2	797.474246, 482.625196	-0.972152, 1.251635	-0.009972, -0.007633
4057	3	323.448522, 312.720620	0.180066, -1.236609	0.004830, 0.000703
4058	1	640.003617, 360.088527	0.000009, 0.000016	0.000000, 0.000000
4058	2	796.492182, 483.869118	-0.982063, 1.243922	-0.009912, -0.007713
4058	3	323.633415, 311.484734	0.184892, -1.235887	0.004827, 0.000722
4059	1	640.003626, 360.088543	0.000009, 0.000016	0.000000, 0.000000
4059	2	795.500268, 485.105248	-0.991914, 1.236130	-0.009851, -0.007792
4059	3	323.823131, 310.249588	0.189716, -1.235146	0.004824, 0.000741
4060	1	640.003635, 360.088559	0.000009, 0.000016	0.000000, 0.000000
4060	2	794.498566, 486.333508	-1.001703, 1.228260	-0.009789, -0.007870
4060	3	324.017668, 309.015203	0.194537, -1.234386	0.004821, 0.000760
4061	1	640.003644, 360.088575	0.000009, 0.000016	0.000000, 0.000000
4061	2	793.487136, 487.553820	-1.011429, 1.220312	-0.009726, -0.007948
4061	3	324.217022, 307.781596	0.199354, -1.233607	0.004818, 0.000779
4062	1	640.003653, 360.088591	0.000009, 0.000016	0.000000, 0.000000
4062	2	792.466044, 488.766107	-1.021093, 1.212287	-0.009663, -0.008025
4062	3	324.421191, 306.548786	0.204169, -1.232810	0.004815, 0.000797
4063	1	640.003662, 360.088608	0.000009, 0.000016	0.000000, 0.000000
4063	2	791.435351, 489.970292	-1.030693, 1.204185	-0.009600, -0.008102
4063	3	324.630171, 305.316793	0.208980, -1.231993	0.004811, 0.000816
4064	1	640.003672, 360.088624	0.000009, 0.000016	0.000000, 0.000000
4064	2	790.395123, 491.166298	-1.040228, 1.196006	-0.009536, -0.008179
4064	3	324.843960, 304.085635	0.213788, -1.231158	0.004808, 0.000835
4065	1	640.003681, 360.088640	0.000009, 0.000016	0.000000, 0.000000
4065	2	789.345424, 492.354049	-1.049699, 1.187752	-0.009471, -0.008255
4065	3	325.062553, 302.855330	0.218593, -1.230304	0.004805, 0.000854
4066	1	640.003691, 360.088657	0.000009, 0.000016	0.000000, 0.000000
4066	2	788.286320, 493.533471	-1.059104, 1.179422	-0.009405, -0.008330
4066	3	325.285947, 301.625898	0.223394, -1.229432	0.004801, 0.000873
4067	1	640.003700, 360.088673	0.000010, 0.000016	0.000000, 0.000000
4067	2	787.217876, 494.704488	-1.068444, 1.171017	-0.009339, -0.008405
4067	3	325.514138, 300.397357	0.228192, -1.228541	0.004798, 0.000891
4068	1	640.003710, 360.088690	0.000010, 0.000017	0.000000, 0.000000
4068	2	786.140160, 495.867026	-1.077716, 1.162538	-0.009273, -0.008479
4068	3	325.747124, 299.169727	0.232986, -1.227631	0.004794, 0.000910
4069	1	640.003720, 360.088706	0.000010, 0.000017	0.000000, 0.000000
4069	2	785.053238, 497.021011	-1.086922, 1.153985	-0.009205, -0.008553
4069	3	325.984900, 297.943024	0.237776, -1.226702	0.004790, 0.000929
4070	1	640.003729, 360.088723	0.000010, 0.000017	0.000000, 0.000000
4070	2	783.957179, 498.166369	-1.096059, 1.145359	-0.009138, -0.008626
4070	3	326.227463, 296.717270	0.242563, -1.225755	0.004787, 0.000947
4071	1	640.003739, 360.088740	0.000010, 0.000017	0.000000, 0.000000
4071	2	782.852051, 499.303029	-1.105128, 1.136660	-0.009069, -0.008699
4071	3	326.474809, 295.492481	0.247346, -1.224789	0.004783, 0.000966
4072	1	640.003749, 360.088757	0.000010, 0.000017	0.000000, 0.000000
4072	2	781.737922, 500.430918	-1.114128, 1.127889	-0.009000, -0.008771
4072	3	326.726933, 294.268676	0.252125, -1.223804	0.004779, 0.000985
4073	1	640.003759, 360.088774	0.000010, 0.000017	0.000000, 0.000000
4073	2	780.614864, 501.549964	-1.123059, 1.119046	-0.008930, -0.008843
4073	3	326.983833, 293.045875	0.256900, -1.222801	0.004775, 0.001003
4074	1	640.003769, 360.088791	0.000010, 0.000017	0.000000, 0.000000
4074	2	779.482945, 502.660096	-1.131919, 1.110132	-0.008860, -0.008914
4074	3	327.245504, 291.824096	0.261671, -1.221779	0.004771, 0.001022
4075	1	640.003779, 360.088808	0.000010, 0.000017	0.000000, 0.000000
4075	2	778.342236, 503.761243	-1.140709, 1.101148	-0.008790, -0.008984
4075	3	327.511941, 290.603358	0.266438, -1.220739	0.004767, 0.001040
4076	1	640.003789, 360.088825	0.000010, 0.000017	0.000000, 0.000000
4076	2	777.192809, 504.853337	-1.149427, 1.092093	-0.008718, -0.009054
4076	3	327.783142, 289.383678	0.271200, -1.219680	0.004763, 0.001059
4077	1	640.003799, 360.088843	0.000010, 0.000017	0.000000, 0.000000
4077	2	776.034736, 505.936306	-1.158073, 1.082970	-0.008646, -0.009124
4077	3	328.059100, 288.165076	0.275959, -1.218602	0.004758, 0.001078
4078	1	640.003810, 360.088860	0.000010, 0.000017	0.000000, 0.000000
4078	2	774.868089, 507.010083	-1.166647, 1.073777	-0.008574, -0.009193
4078	3	328.339813, 286.947570	0.280713, -1.217506	0.004754, 0.001096
4079	1	640.003820, 360.088877	0.000010, 0.000017	0.000000, 0.000000
4079	2	773.692941, 508.074599	-1.175148, 1.064516	-0.008501, -0.009261
4079	3	328.625276, 285.731179	0.285463, -1.216391	0.004750, 0.001115
4080	1	640.003830, 360.088895	0.000010, 0.000018	0.000000, 0.000000
4080	2	772.509366, 509.129787	-1.183575, 1.055187	-0.008427, -0.009329
4080	3	328.915484, 284.515921	0.290208, -1.215258	0.004745, 0.001133
4081	1	640.003841, 360.088913	0.000010, 0.000018	0.000000, 0.000000
4081	2	771.317437, 510.175579	-1.191929, 1.045792	-0.008353, -0.009396
4081	3	329.210433, 283.301814	0.294949, -1.214106	0.004741, 0.001152
4082	1	640.003851, 360.088930	0.000011, 0.000018	0.000000, 0.000000
4082	2	770.117230, 511.211908	-1.200207, 1.036330	-0.008279, -0.009462
4082	3	329.510118, 282.088878	0.299685, -1.212936	0.004736, 0.001170
4083	1	640.003862, 360.088948	0.000011, 0.000018	0.000000, 0.000000
4083	2	768.908819, 512.238710	-1.208411, 1.026802	-0.008203, -0.009528
4083	3	329.814534, 280.877131	0.304417, -1.211748	0.004732, 0.001189
4084	1	640.003872, 360.088966	0.000011, 0.000018	0.000000, 0.000000
4084	2	767.692281, 513.255918	-1.216538, 1.017208	-0.008128, -0.009593
4084	3	330.123678, 279.666590	0.309143, -1.210540	0.004727, 0.001207
4085	1	640.003883, 360.088984	0.000011, 0.000018	0.000000, 0.000000
4085	2	766.467691, 514.263468	-1.224590, 1.007550	-0.008052, -0.009658
4085	3	330.437543, 278.457275	0.313865, -1.209315	0.004722, 0.001225
4086	1	640.003894, 360.089002	0.000011, 0.000018	0.000000, 0.000000
4086	2	765.235126, 515.261296	-1.232565, 0.997828	-0.007975, -0.009722
4086	3	330.756125, 277.249204	0.318582, -1.208071	0.004717, 0.001244
4087	1	640.003905, 360.089021	0.000011, 0.000018	0.000000, 0.000000
4087	2	763.994664, 516.249338	-1.240462, 0.988042	-0.007898, -0.009786
4087	3	331.079420, 276.042395	0.323294, -1.206809	0.004712, 0.001262
4088	1	640.003915, 360.089039	0.000011, 0.000018	0.000000, 0.000000
4088	2	762.746382, 517.227531	-1.248282, 0.978193	-0.007820, -0.009849
4088	3	331.407421, 274.836867	0.328001, -1.205528	0.004707, 0.001281
4089	1	640.003926, 360.089057	0.000011, 0.000018	0.000000, 0.000000
4089	2	761.490358, 518.195814	-1.256024, 0.968283	-0.007741, -0.009911
4089	3	331.740124, 273.632637	0.332703, -1.204229	0.004702, 0.001299
4090	1	640.003937, 360.089076	0.000011, 0.000018	0.000000, 0.000000
4090	2	760.226672, 519.154124	-1.263686, 0.958310	-0.007663, -0.009973
4090	3	332.077525, 272.429725	0.337400, -1.202912	0.004697, 0.001317
4091	1	640.003948, 360.089094	0.000011, 0.000019	0.000000, 0.000000
4091	2	758.955402, 520.102400	-1.271270, 0.948276	-0.007583, -0.010034
4091	3	332.419616, 271.228149	0.342092, -1.201576	0.004692, 0.001336
4092	1	640.003959, 360.089113	0.000011, 0.000019	0.000000, 0.000000
4092	2	757.676628, 521.040583	-1.278773, 0.938183	-0.007504, -0.010094
4092	3	332.766394, 270.027926	0.346778, -1.200223	0.004686, 0.001354
4093	1	640.003971, 360.089132	0.000011, 0.000019	0.000000, 0.000000
4093	2	756.390432, 521.968612	-1.286197, 0.928029	-0.007423, -0.010154
4093	3	333.117853, 268.829076	0.351459, -1.198851	0.004681, 0.001372
4094	1	640.003982, 360.089151	0.000011, 0.000019	0.000000, 0.000000
4094	2	755.096892, 522.886428	-1.293540, 0.917816	-0.007343, -0.010213
4094	3	333.473987, 267.631616	0.356134, -1.197460	0.004675, 0.001390
4095	1	640.003993, 360.089170	0.000011, 0.000019	0.000000, 0.000000
4095	2	753.796091, 523.793973	-1.300801, 0.907545	-0.007261, -0.010271
4095	3	333.834791, 266.435564	0.360804, -1.196052	0.004670, 0.001409
4096	1	640.004004, 360.089189	0.000011, 0.000019	0.000000, 0.000000
4096	2	752.488110, 524.691189	-1.307981, 0.897216	-0.007180, -0.010329
4096	3	334.200259, 265.240939	0.365468, -1.194625	0.004664, 0.001427
4097	1	640.004015, 360.089208	0.000011, 0.000019	0.000000, 0.000000
4097	2	751.173032, 525.578018	-1.315078, 0.886830	-0.007098, -0.010386
4097	3	334.570386, 264.047759	0.370127, -1.193180	0.004659, 0.001445
4098	1	640.004027, 360.089227	0.000011, 0.000019	0.000000, 0.000000
4098	2	749.850938, 526.454405	-1.322093, 0.876387	-0.007015, -0.010443
4098	3	334.945166, 262.856042	0.374780, -1.191717	0.004653, 0.001463
4099	1	640.004038, 360.089247	0.000011, 0.000019	0.000000, 0.000000
4099	2	748.521913, 527.320294	-1.329025, 0.865888	-0.006932, -0.010499
4099	3	335.324592, 261.665807	0.379427, -1.190236	0.004647, 0.001481
4100	1	640.004050, 360.089266	0.000011, 0.000019	0.000000, 0.000000
4100	2	747.186039, 528.175628	-1.335874, 0.855335	-0.006848, -0.010554
4100	3	335.708660, 260.477070	0.384068, -1.188736	0.004641, 0.001499
4101	1	640.004061, 360.089286	0.000011, 0.000020	0.000000, 0.000000
4101	2	745.843401, 529.020354	-1.342638, 0.844726	-0.006764, -0.010608
4101	3	336.097363, 259.289851	0.388703, -1.187219	0.004635, 0.001517
4102	1	640.004073, 360.089305	0.000012, 0.000020	0.000000, 0.000000
4102	2	744.494082, 529.854419	-1.349318, 0.834064	-0.006680, -0.010662
4102	3	336.490695, 258.104167	0.393332, -1.185684	0.004629, 0.001535
4103	1	640.004084, 360.089325	0.000012, 0.000020	0.000000, 0.000000
4103	2	743.138169, 530.677768	-1.355914, 0.823349	-0.006595, -0.010715
4103	3	336.888650, 256.920037	0.397955, -1.184130	0.004623, 0.001553
4104	1	640.004096, 360.089345	0.000012, 0.000020	0.000000, 0.000000
4104	2	741.775745, 531.490349	-1.362424, 0.812581	-0.006510, -0.010768
4104	3	337.291222, 255.737478	0.402572, -1.182559	0.004617, 0.001571
4105	1	640.004107, 360.089365	0.000012, 0.000020	0.000000, 0.000000
4105	2	740.406897, 532.292110	-1.368848, 0.801762	-0.006424, -0.010820
4105	3	337.698404, 254.556508	0.407183, -1.180970	0.004611, 0.001589
4106	1	640.004119, 360.089385	0.000012, 0.000020	0.000000, 0.000000
4106	2	739.031711, 533.083001	-1.375186, 0.790891	-0.006338, -0.010871
4106	3	338.110191, 253.377146	0.411787, -1.179362	0.004604, 0.001607
4107	1	640.004131, 360.089405	0.000012, 0.000020	0.000000, 0.000000
4107	2	737.650273, 533.862971	-1.381438, 0.779970	-0.006252, -0.010921
4107	3	338.526576, 252.199409	0.416385, -1.177737	0.004598, 0.001625
4108	1	640.004143, 360.089425	0.000012, 0.000020	0.000000, 0.000000
4108	2	736.262671, 534.631970	-1.387602, 0.768999	-0.006165, -0.010971
4108	3	338.947552, 251.023316	0.420976, -1.176094	0.004592, 0.001643
4109	1	640.004154, 360.089446	0.000012, 0.000020	0.000000, 0.000000
4109	2	734.868991, 535.389948	-1.393680, 0.757979	-0.006077, -0.011020
4109	3	339.373114, 249.848883	0.425561, -1.174433	0.004585, 0.001661
4110	1	640.004166, 360.089466	0.000012, 0.000020	0.000000, 0.000000
4110	2	733.469321, 536.136859	-1.399670, 0.746910	-0.005990, -0.011068
4110	3	339.803254, 248.676129	0.430140, -1.172754	0.004578, 0.001679
4111	1	640.004178, 360.089487	0.000012, 0.000021	0.000000, 0.000000
4111	2	732.063750, 536.872653	-1.405571, 0.735794	-0.005902, -0.011116
4111	3	340.237965, 247.505072	0.434712, -1.171057	0.004572, 0.001697
4112	1	640.004190, 360.089507	0.000012, 0.000021	0.000000, 0.000000
4112	2	730.652366, 537.597285	-1.411384, 0.724632	-0.005813, -0.011163
4112	3	340.677242, 246.335730	0.439277, -1.169342	0.004565, 0.001715
4113	1	640.004202, 360.089528	0.000012, 0.000021	0.000000, 0.000000
4113	2	729.235258, 538.310707	-1.417108, 0.713422	-0.005724, -0.011209
4113	3	341.121077, 245.168120	0.443835, -1.167610	0.004558, 0.001732
4114	1	640.004214, 360.089549	0.000012, 0.000021	0.000000, 0.000000
4114	2	727.812514, 539.012875	-1.422743, 0.702168	-0.005635, -0.011255
4114	3	341.569463, 244.002259	0.448386, -1.165860	0.004551, 0.001750
4115	1	640.004226, 360.089570	0.000012, 0.000021	0.000000, 0.000000
4115	2	726.384225, 539.703743	-1.428289, 0.690868	-0.005545, -0.011300
4115	3	342.022394, 242.838167	0.452931, -1.164092	0.004544, 0.001768
4116	1	640.004238, 360.089591	0.000012, 0.000021	0.000000, 0.000000
4116	2	724.950481, 540.383267	-1.433744, 0.679524	-0.005455, -0.011344
4116	3	342.479862, 241.675860	0.457468, -1.162307	0.004537, 0.001785
4117	1	640.004250, 360.089612	0.000012, 0.000021	0.000000, 0.000000
4117	2	723.511372, 541.051405	-1.439109, 0.668137	-0.005365, -0.011387
4117	3	342.941861, 240.515356	0.461999, -1.160504	0.004530, 0.001803
4118	1	640.004262, 360.089633	0.000012, 0.000021	0.000000, 0.000000
4118	2	722.066988, 541.708113	-1.444384, 0.656708	-0.005274, -0.011430
4118	3	343.408383, 239.356673	0.466522, -1.158683	0.004523, 0.001821
4119	1	640.004274, 360.089655	0.000012, 0.000021	0.000000, 0.000000
4119	2	720.617422, 542.353349	-1.449567, 0.645236	-0.005183, -0.011472
4119	3	343.879421, 238.199828	0.471038, -1.156845	0.004516, 0.001838
4120	1	640.004287, 360.089676	0.000012, 0.000021	0.000000, 0.000000
4120	2	719.162763, 542.987072	-1.454659, 0.633723	-0.005092, -0.011513
4120	3	344.354968, 237.044839	0.475547, -1.154989	0.004509, 0.001856
4121	1	640.004299, 360.089698	0.000012, 0.000022	0.000000, 0.000000
4121	2	717.703103, 543.609242	-1.459659, 0.622170	-0.005000, -0.011553
4121	3	344.835016, 235.891724	0.480048, -1.153115	0.004501, 0.001873
4122	1	640.004311, 360.089720	0.000012, 0.000022	0.000000, 0.000000
4122	2	716.238536, 544.219820	-1.464567, 0.610577	-0.004908, -0.011593
4122	3	345.319558, 234.740499	0.484542, -1.151225	0.004494, 0.001891
4123	1	640.004323, 360.089741	0.000012, 0.000022	0.000000, 0.000000
4123	2	714.769153, 544.818765	-1.469383, 0.598945	-0.004816, -0.011632
4123	3	345.808587, 233.591183	0.489029, -1.149316	0.004487, 0.001908
4124	1	640.004336, 360.089763	0.000012, 0.000022	0.000000, 0.000000
4124	2	713.295046, 545.406040	-1.474107, 0.587275	-0.004723, -0.011670
4124	3	346.302095, 232.443793	0.493508, -1.147390	0.004479, 0.001926
4125	1	640.004348, 360.089785	0.000012, 0.000022	0.000000, 0.000000
4125	2	711.816309, 545.981607	-1.478737, 0.575567	-0.004630, -0.011708
4125	3	346.800075, 231.298346	0.497979, -1.145447	0.004471, 0.001943
4126	1	640.004360, 360.089807	0.000012, 0.000022	0.000000, 0.000000
4126	2	710.333035, 546.545430	-1.483274, 0.563823	-0.004537, -0.011745
4126	3	347.302518, 230.154860	0.502443, -1.143486	0.004464, 0.001961
4127	1	640.004372, 360.089830	0.000012, 0.000022	0.000000, 0.000000
4127	2	708.845318, 547.097472	-1.487717, 0.552042	-0.004443, -0.011781
4127	3	347.809417, 229.013352	0.506899, -1.141508	0.004456, 0.001978
4128	1	640.004385, 360.089852	0.000012, 0.000022	0.000000, 0.000000
4128	2	707.353250, 547.637698	-1.492067, 0.540226	-0.004350, -0.011816
4128	3	348.320765, 227.873840	0.511347, -1.139513	0.004448, 0.001995
4129	1	640.004397, 360.089875	0.000012, 0.000022	0.000000, 0.000000
4129	2	705.856928, 548.166074	-1.496323, 0.528376	-0.004255, -0.011850
4129	3	348.836552, 226.736340	0.515788, -1.137500	0.004440, 0.002013
4130	1	640.004410, 360.089897	0.000012, 0.000023	0.000000, 0.000000
4130	2	704.356444, 548.682565	-1.500484, 0.516492	-0.004161, -0.011884
4130	3	349.356772, 225.600870	0.520220, -1.135470	0.004432, 0.002030
4131	1	640.004422, 360.089920	0.000012, 0.000023	0.000000, 0.000000
4131	2	702.851894, 549.187140	-1.504550, 0.504575	-0.004066, -0.011917
4131	3	349.881417, 224.467448	0.524644, -1.133423	0.004424, 0.002047
4132	1	640.004435, 360.089943	0.000012, 0.000023	0.000000, 0.000000
4132	2	701.343372, 549.679765	-1.508522, 0.492625	-0.003971, -0.011949
4132	3	350.410478, 223.336089	0.529061, -1.131358	0.004416, 0.002064
4133	1	640.004447, 360.089965	0.000012, 0.000023	0.000000, 0.000000
4133	2	699.830975, 550.160410	-1.512398, 0.480644	-0.003876, -0.011981
4133	3	350.943946, 222.206813	0.533469, -1.129276	0.004408, 0.002082
4134	1	640.004459, 360.089988	0.000012, 0.000023	0.000000, 0.000000
4134	2	698.314796, 550.629042	-1.516179, 0.468633	-0.003781, -0.012012
4134	3	351.481815, 221.079635	0.537869, -1.127178	0.004400, 0.002099
4135	1	640.004472, 360.090012	0.000012, 0.000023	0.000000, 0.000000
4135	2	696.794932, 551.085634	-1.519864, 0.456591	-0.003685, -0.012042
4135	3	352.024076, 219.954574	0.542260, -1.125062	0.004392, 0.002116
4136	1	640.004484, 360.090035	0.000013, 0.000023	0.000000, 0.000000
4136	2	695.271480, 551.530154	-1.523453, 0.444520	-0.003589, -0.012071
4136	3	352.570719, 218.831645	0.546644, -1.122929	0.004383, 0.002133
4137	1	640.004497, 360.090058	0.000013, 0.000023	0.000000, 0.000000
4137	2	693.744534, 551.962575	-1.526946, 0.432421	-0.003493, -0.012099
4137	3	353.121738, 217.710866	0.551019, -1.120779	0.004375, 0.002150
4138	1	640.004509, 360.090082	0.000013, 0.000023	0.000000, 0.000000
4138	2	692.214192, 552.382870	-1.530342, 0.420294	-0.003397, -0.012127
4138	3	353.677123, 216.592254	0.555385, -1.118612	0.004366, 0.002167
4139	1	640.004522, 360.090105	0.000013, 0.000024	0.000000, 0.000000
4139	2	690.680550, 552.791010	-1.533642, 0.408141	-0.003300, -0.012154
4139	3	354.236866, 215.475827	0.559743, -1.116428	0.004358, 0.002184
4140	1	640.004535, 360.090129	0.000013, 0.000024	0.000000, 0.000000
4140	2	689.143705, 553.186971	-1.536845, 0.395961	-0.003203, -0.012180
4140	3	354.800958, 214.361600	0.564092, -1.114227	0.004349, 0.002201
4141	1	640.004547, 360.090153	0.000013, 0.000024	0.000000, 0.000000
4141	2	687.603754, 553.570727	-1.539951, 0.383756	-0.003106, -0.012205
4141	3	355.369390, 213.249591	0.568433, -1.112009	0.004341, 0.002218
4142	1	640.004560, 360.090177	0.000013, 0.000024	0.000000, 0.000000
4142	2	686.060794, 553.942253	-1.542960, 0.371526	-0.003009, -0.012230
4142	3	355.942155, 212.139817	0.572764, -1.109774	0.004332, 0.002235
4143	1	640.004572, 360.090201	0.000013, 0.000024	0.000000, 0.000000
4143	2	684.514923, 554.301526	-1.545871, 0.359273	-0.002911, -0.012253
4143	3	356.519242, 211.032295	0.577087, -1.107522	0.004323, 0.002252
4144	1	640.004585, 360.090225	0.000013, 0.000024	0.000000, 0.000000
4144	2	682.966239, 554.648522	-1.548685, 0.346996	-0.002814, -0.012276
4144	3	357.100644, 209.927041	0.581402, -1.105254	0.004314, 0.002268
4145	1	640.004597, 360.090249	0.000013, 0.000024	0.000000, 0.000000
4145	2	681.414838, 554.983220	-1.551400, 0.334698	-0.002716, -0.012299
4145	3	357.686351, 208.824072	0.585707, -1.102969	0.004305, 0.002285
4146	1	640.004610, 360.090273	0.000013, 0.000024	0.000000, 0.000000
4146	2	679.860820, 555.305597	-1.554018, 0.322378	-0.002618, -0.012320
4146	3	358.276353, 207.723405	0.590003, -1.100667	0.004296, 0.002302
4147	1	640.004623, 360.090298	0.000013, 0.000024	0.000000, 0.000000
4147	2	678.304283, 555.615634	-1.556538, 0.310037	-0.002520, -0.012341
4147	3	358.870644, 206.625056	0.594290, -1.098348	0.004287, 0.002319
4148	1	640.004635, 360.090322	0.000013, 0.000025	0.000000, 0.000000
4148	2	676.745324, 555.913311	-1.558959, 0.297676	-0.002421, -0.012361
4148	3	359.469212, 205.529043	0.598568, -1.096013	0.004278, 0.002335
4149	1	640.004648, 360.090347	0.000013, 0.000025	0.000000, 0.000000
4149	2	675.184043, 556.198608	-1.561281, 0.285297	-0.002323, -0.012380
4149	3	360.072049, 204.435382	0.602837, -1.093661	0.004269, 0.002352
